StrikerName,PlayerId,Matches,PlayerDOB,TeamCode,TeamName,Innings,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,Nationality,RightHandedBat
Dewald Brevis,797,7,29-4-2003,MI,Mumbai Indians,7,161,113,142.47,14,11,7,0,0,0,49,23.00,South Africa,rhb,Overseas,True
Ayush Badoni,985,13,3-12-1999,LSG,Lucknow Super Giants,11,161,130,123.84,11,7,8,3,1,0,54,20.13,India,rhb,Indian,True
Lalit Yadav,538,12,3-1-1997,DC,Delhi Capitals,8,161,146,110.27,11,7,7,1,0,0,48*,23.00,India,rhb,Indian,True
Matthew Wade,549,10,26-12-1987,GT,Gujarat Titans,10,157,138,113.76,23,2,10,0,0,0,35,15.70,Australia,lhb,Overseas,False
Marcus Stoinis,23,11,16-8-1989,LSG,Lucknow Super Giants,10,156,106,147.16,7,13,8,2,0,0,38*,19.50,Australia,rhb,Overseas,True
Sai Sudharsan,976,5,15-10-2001,GT,Gujarat Titans,5,145,114,127.19,14,3,4,1,1,0,65*,36.25,India,lhb,Indian,False
Kieron Pollard,166,11,12-5-1987,MI,Mumbai Indians,11,144,134,107.46,6,9,10,1,0,0,25,14.40,West Indies,rhb,Overseas,True
Ajinkya Rahane,44,7,6-6-1988,KKR,Kolkata Knight Riders,7,133,128,103.9,14,4,7,0,0,0,44,19.00,India,rhb,Indian,True
Anuj Rawat,534,8,17-10-1999,RCB,Royal Challengers Bangalore,8,129,118,109.32,10,7,8,0,1,0,66,16.13,India,lhb,Indian,False
Shardul Thakur,105,14,16-10-1991,DC,Delhi Capitals,10,120,87,137.93,7,7,8,2,0,0,29*,15.00,India,rhb,Indian,True
Shahrukh Khan,590,8,27-5-1995,PBKS,Punjab Kings,8,117,108,108.33,4,9,7,1,0,0,26,16.71,India,rhb,Indian,True
Ravindra Jadeja,46,10,6-12-1988,CSK,Chennai Super Kings,10,116,98,118.36,6,5,6,4,0,0,26*,19.33,India,lhb,Indian,False
Abhinav Manohar,974,8,16-9-1994,GT,Gujarat Titans,7,108,75,144.0,14,3,6,1,0,0,43,18.00,India,rhb,Indian,True
Washington Sundar,20,9,5-10-1999,SRH,Sunrisers Hyderabad,7,101,69,146.37,9,3,7,0,0,0,40,14.43,India,lhb,Indian,False
Rashid Khan,218,16,20-9-1998,GT,Gujarat Titans,8,91,44,206.81,3,9,4,4,0,0,40,22.75,Afghanistan,rhb,Overseas,True
Sarfaraz Khan,139,6,22-10-1997,DC,Delhi Capitals,5,91,67,135.82,9,2,3,2,0,0,36*,30.33,India,rhb,Indian,True
Manish Pandey,16,6,10-9-1989,LSG,Lucknow Super Giants,6,88,80,110.0,9,2,6,0,0,0,38,14.67,India,rhb,Indian,True
Mahipal Lomror,184,7,16-11-1999,RCB,Royal Challengers Bangalore,5,86,57,150.87,7,4,5,0,0,0,42,17.20,India,lhb,Indian,False
Aaron Finch,3,5,17-11-1986,KKR,Kolkata Knight Riders,5,86,61,140.98,10,3,5,0,1,0,58,17.20,Australia,rhb,Overseas,True
Rahul Chahar,171,13,4-8-1999,PBKS,Punjab Kings,8,77,68,113.23,7,4,6,2,0,0,25*,12.83,India,rhb,Indian,True
Evin Lewis,163,6,27-12-1991,LSG,Lucknow Super Giants,5,73,56,130.35,8,3,3,2,1,0,55*,24.33,West Indies,lhb,Overseas,False
Sunil Narine,156,14,26-5-1988,KKR,Kolkata Knight Riders,10,71,40,177.5,6,6,8,2,0,0,22,8.88,West Indies,lhb,Overseas,False
Shashank Singh,191,10,21-11-1991,SRH,Sunrisers Hyderabad,5,69,47,146.8,5,4,4,1,0,0,25*,17.25,India,rhb,Indian,True
Suyash S Prabhudessai,598,5,6-12-1997,RCB,Royal Challengers Bangalore,5,67,59,113.55,7,2,5,0,0,0,34,13.40,India,rhb,Indian,True
Pat Cummins,33,5,8-5-1993,KKR,Kolkata Knight Riders,5,63,24,262.5,5,6,4,1,1,0,56*,15.75,Australia,rhb,Overseas,True
Jaydev Unadkat,180,5,18-10-1991,MI,Mumbai Indians,5,59,37,159.45,4,3,3,2,0,0,19*,19.67,India,rhb,Indian,True
Romario Shepherd,371,3,26-11-1994,SRH,Sunrisers Hyderabad,3,58,41,141.46,2,5,2,1,0,0,26*,29.00,West Indies,rhb,Overseas,True
Jason Holder,263,12,5-11-1991,LSG,Lucknow Super Giants,8,58,44,131.81,2,6,6,2,0,0,16,9.67,West Indies,rhb,Overseas,True
Umesh Yadav,21,12,25-10-1987,KKR,Kolkata Knight Riders,7,55,40,137.5,4,4,4,3,0,0,21,13.75,India,rhb,Indian,True
Odean Smith,863,6,1-11-1996,PBKS,Punjab Kings,6,51,44,115.9,1,5,3,3,0,0,25*,17.00,West Indies,rhb,Overseas,True
Kagiso Rabada,116,13,25-5-1995,PBKS,Punjab Kings,8,48,43,111.62,5,2,5,3,0,0,25,9.60,South Africa,lhb,Overseas,False
Kuldeep Yadav,14,14,14-12-1994,DC,Delhi Capitals,7,48,52,92.3,3,2,1,6,0,0,16*,48.00,India,lhb,Indian,False
Priyam Garg,528,2,30-11-2000,SRH,Sunrisers Hyderabad,2,46,33,139.39,4,2,2,0,0,0,42,23.00,India,rhb,Indian,True
Ramandeep Singh,991,5,13-4-1997,MI,Mumbai Indians,4,45,40,112.5,3,1,2,2,0,0,14*,22.50,India,rhb,Indian,True
Dwaine Pretorius,289,6,29-3-1989,CSK,Chennai Super Kings,5,44,28,157.14,3,3,4,1,0,0,22,11.00,South Africa,rhb,Overseas,True
Dushmantha Chameera,608,12,11-1-1992,LSG,Lucknow Super Giants,8,43,28,153.57,3,3,4,4,0,0,17,10.75,Sri Lanka,rhb,Overseas,True
Harshal Patel,114,15,23-11-1990,RCB,Royal Challengers Bangalore,8,43,39,110.25,4,2,5,3,0,0,11,8.60,India,rhb,Indian,True
Hrithik Shokeen,992,5,14-8-2000,MI,Mumbai Indians,3,43,48,89.58,5,0,2,1,0,0,25,21.50,India,rhb,Indian,True
Trent Boult,66,16,22-7-1989,RR,Rajasthan Royals,8,40,29,137.93,2,1,2,6,0,0,17*,20.00,New Zealand,rhb,Overseas,True
Jagadeesan Narayan,97,2,24-12-1995,CSK,Chennai Super Kings,2,40,37,108.1,3,1,1,1,0,0,39*,40.00,India,rhb,Indian,True
Daniel Sams,546,11,27-10-1992,MI,Mumbai Indians,10,38,36,105.55,1,3,7,3,0,0,15,5.43,Australia,rhb,Overseas,True
Wanindu Hasaranga,377,16,29-7-1997,RCB,Royal Challengers Bangalore,7,38,43,88.37,4,1,7,0,0,0,18,5.43,Sri Lanka,rhb,Overseas,True
Rishi Dhawan,996,6,19-2-1990,PBKS,Punjab Kings,4,37,40,92.5,4,2,2,2,0,0,21*,18.50,India,rhb,Indian,True
Daryl Mitchell,83,2,20-5-1991,RR,Rajasthan Royals,2,33,44,75.0,1,0,2,0,0,0,17,16.50,New Zealand,rhb,Overseas,True
Sherfane Rutherford,122,3,15-8-1998,RCB,Royal Challengers Bangalore,2,33,50,66.0,1,1,2,0,0,0,28,16.50,West Indies,lhb,Overseas,False
James Neesham,80,2,17-9-1990,RR,Rajasthan Royals,2,31,27,114.81,3,0,2,0,0,0,17,15.50,New Zealand,lhb,Overseas,False
Mohammed Siraj,63,15,13-3-1994,RCB,Royal Challengers Bangalore,5,30,33,90.9,5,0,2,3,0,0,14*,15.00,India,rhb,Indian,True
Tim Seifert,82,2,14-12-1994,DC,Delhi Capitals,2,24,19,126.31,4,0,2,0,0,0,21,12.00,New Zealand,rhb,Overseas,True
Bhuvneshwar Kumar,15,14,5-2-1990,SRH,Sunrisers Hyderabad,6,24,26,92.3,3,0,3,3,0,0,8,8.00,India,rhb,Indian,True
Mohsin Khan,541,9,15-7-1998,LSG,Lucknow Super Giants,3,23,16,143.75,2,1,1,2,0,0,13*,23.00,India,lhb,Indian,False
Dwayne Bravo,93,10,7-10-1983,CSK,Chennai Super Kings,6,23,24,95.83,1,1,2,4,0,0,12,11.50,West Indies,rhb,Overseas,True
Sheldon Jackson,582,5,27-9-1986,KKR,Kolkata Knight Riders,5,23,26,88.46,0,1,4,1,0,0,8,5.75,India,rhb,Indian,True
Avesh Khan,109,13,13-12-1996,LSG,Lucknow Super Giants,4,22,13,169.23,0,3,1,3,0,0,12,22.00,India,rhb,Indian,True
Rassie van der Dussen,291,3,7-2-1989,RR,Rajasthan Royals,3,22,24,91.66,2,0,2,1,0,0,12*,11.00,South Africa,rhb,Overseas,True
Harpreet Brar,130,5,16-9-1995,PBKS,Punjab Kings,3,22,25,88.0,1,2,3,0,0,0,14,7.33,India,lhb,Indian,False
Mitchell Santner,75,6,5-2-1992,CSK,Chennai Super Kings,4,22,27,81.48,3,0,2,2,0,0,11,11.00,New Zealand,lhb,Overseas,False
Arshdeep Singh,125,14,5-2-1999,PBKS,Punjab Kings,6,21,29,72.41,3,0,3,3,0,0,10*,7.00,India,lhb,Indian,False
B Indrajith,981,3,8-7-1994,KKR,Kolkata Knight Riders,3,21,30,70.0,2,0,3,0,0,0,15,7.00,India,rhb,Indian,True
Manan Vohra,185,2,18-7-1993,LSG,Lucknow Super Giants,1,19,11,172.72,1,2,1,0,0,0,19,19.00,India,rhb,Indian,True
Vijay Shankar,61,4,26-1-1991,GT,Gujarat Titans,4,19,35,54.28,1,0,4,0,0,0,13,4.75,India,rhb,Indian,True
Mandeep Singh,132,3,18-12-1991,DC,Delhi Capitals,3,18,23,78.26,4,0,3,0,0,0,18,6.00,India,rhb,Indian,True
Josh Hazlewood,36,12,8-1-1991,RCB,Royal Challengers Bangalore,5,18,26,69.23,1,0,0,5,0,0,7*,-,Australia,lhb,Overseas,False
David Willey,90,4,28-2-1990,RCB,Royal Challengers Bangalore,2,18,30,60.0,3,0,2,0,0,0,18,9.00,England,lhb,Overseas,False
Karun Nair,131,3,6-12-1991,RR,Rajasthan Royals,2,16,18,88.88,1,0,2,0,0,0,13,8.00,India,rhb,Indian,True
Simran Singh,137,1,10-8-2000,PBKS,Punjab Kings,1,14,11,127.27,2,0,1,0,0,0,14,14.00,India,rhb,Indian,True
Anmolpreet Singh,159,2,28-3-1998,MI,Mumbai Indians,2,13,13,100.0,1,0,2,0,0,0,8,6.50,India,rhb,Indian,True
Murugan Ashwin,135,8,8-9-1990,MI,Mumbai Indians,5,12,14,85.71,1,1,3,2,0,0,6,4.00,India,rhb,Indian,True
Varun Chakaravarthy,140,11,29-8-1991,KKR,Kolkata Knight Riders,4,12,18,66.66,2,0,0,4,0,0,10*,-,India,rhb,Indian,True
Chris Jordan,519,4,4-10-1988,CSK,Chennai Super Kings,2,11,8,137.5,0,0,1,1,0,0,6*,11.00,England,rhb,Overseas,True
Rajangad Bawa,781,2,12-11-2002,PBKS,Punjab Kings,2,11,14,78.57,1,0,2,0,0,0,11,5.50,India,lhb,Indian,False
Shreyas Gopal,192,1,4-9-1993,SRH,Sunrisers Hyderabad,1,9,7,128.57,2,0,0,1,0,0,9*,-,India,rhb,Indian,True
Marco Jansen,586,8,1-5-2000,SRH,Sunrisers Hyderabad,3,9,7,128.57,0,1,1,2,0,0,8*,9.00,South Africa,rhb,Overseas,True
Obed McCoy,645,7,4-1-1997,RR,Rajasthan Royals,1,8,5,160.0,0,1,1,0,0,0,8,8.00,West Indies,lhb,Overseas,False
Srikar Bharat,365,2,3-10-1993,DC,Delhi Capitals,2,8,7,114.28,2,0,2,0,0,0,8,4.00,India,rhb,Indian,True
Fabian Allen,264,1,7-5-1995,MI,Mumbai Indians,1,8,7,114.28,1,0,1,0,0,0,8,8.00,West Indies,rhb,Overseas,True
Sean Abbott,551,1,29-2-1992,SRH,Sunrisers Hyderabad,1,7,5,140.0,0,1,1,0,0,0,7,7.00,Australia,rhb,Overseas,True
Rasikh Salam,172,2,5-4-2000,KKR,Kolkata Knight Riders,1,7,6,116.66,1,0,1,0,0,0,7,7.00,India,rhb,Indian,True
Kartik Tyagi,536,2,8-11-2000,SRH,Sunrisers Hyderabad,2,7,6,116.66,1,0,2,0,0,0,7,3.50,India,rhb,Indian,True
Maheesh Theekshana,629,9,1-8-2000,CSK,Chennai Super Kings,2,7,7,100.0,0,1,1,1,0,0,7*,7.00,Sri Lanka,rhb,Overseas,True
Simarjeet Singh,622,6,17-1-1998,CSK,Chennai Super Kings,3,7,8,87.5,0,0,1,2,0,0,3*,7.00,India,rhb,Indian,True
Ripal Patel,580,2,28-9-1995,DC,Delhi Capitals,1,6,3,200.0,0,1,1,0,0,0,6,6.00,India,rhb,Indian,True
Mukesh Choudhary,970,13,6-7-1996,CSK,Chennai Super Kings,2,6,6,100.0,1,0,1,1,0,0,4,6.00,India,lhb,Indian,False
Prasidh Krishna,150,17,19-2-1996,RR,Rajasthan Royals,3,6,12,50.0,0,0,1,2,0,0,4*,6.00,India,rhb,Indian,True
Aman Khan,979,1,23-11-1996,KKR,Kolkata Knight Riders,1,5,3,166.66,1,0,1,0,0,0,5,5.00,India,rhb,Indian,True
Lockie Ferguson,69,13,13-6-1991,GT,Gujarat Titans,3,5,4,125.0,1,0,2,1,0,0,5,2.50,New Zealand,rhb,Overseas,True
Alzarri Joseph,229,9,20-11-1996,GT,Gujarat Titans,3,5,7,71.42,0,0,1,2,0,0,4*,5.00,West Indies,rhb,Overseas,True
Yuzvendra Chahal,10,17,23-7-1990,RR,Rajasthan Royals,2,5,8,62.5,0,0,1,1,0,0,5,5.00,India,rhb,Indian,True
Vaibhav Arora,583,5,14-12-1997,PBKS,Punjab Kings,4,5,13,38.46,0,0,2,2,0,0,2*,2.50,India,rhb,Indian,True
Prerak Mankad,998,1,23-4-1994,PBKS,Punjab Kings,1,4,1,400.0,1,0,0,1,0,0,4*,-,India,rhb,Indian,True
Karan Sharma,986,1,31-10-1998,LSG,Lucknow Super Giants,1,4,4,100.0,1,0,1,0,0,0,4,4.00,India,rhb,Indian,True
Abdul Samad,525,2,28-10-2001,SRH,Sunrisers Hyderabad,2,4,7,57.14,0,0,2,0,0,0,4,2.00,India,rhb,Indian,True
Abhijeet Tomar,984,1,14-3-1995,KKR,Kolkata Knight Riders,1,4,8,50.0,1,0,1,0,0,0,4,4.00,India,rhb,Indian,True
Umran Malik,637,14,22-11-1999,SRH,Sunrisers Hyderabad,4,4,8,50.0,0,0,1,3,0,0,3*,4.00,India,rhb,Indian,True
Mustafizur Rahman,258,8,6-9-1995,DC,Delhi Capitals,1,3,5,60.0,0,0,0,1,0,0,3*,-,Bangladesh,lhb,Overseas,False
Kumar Kartikeya Singh,1015,4,26-12-1997,MI,Mumbai Indians,1,3,5,60.0,0,0,1,0,0,0,3,3.00,India,rhb,Indian,True
Shivam Mavi,154,6,26-11-1998,KKR,Kolkata Knight Riders,3,3,7,42.85,0,0,2,1,0,0,2,1.50,India,rhb,Indian,True
Harshit Rana,1013,2,22-12-2001,KKR,Kolkata Knight Riders,2,2,2,100.0,0,0,1,1,0,0,2,2.00,India,rhb,Indian,True
Navdeep Saini,207,2,23-11-1992,RR,Rajasthan Royals,1,2,2,100.0,0,0,1,0,0,0,2,2.00,India,rhb,Indian,True
Tristan Stubbs,1017,2,14-8-2000,MI,Mumbai Indians,2,2,4,50.0,0,0,2,0,0,0,2,1.00,South Africa,rhb,Overseas,True
Pradeep Sangwan,977,3,5-11-1990,GT,Gujarat Titans,1,2,5,40.0,0,0,1,0,0,0,2,2.00,India,rhb,Indian,True
Fazalhaq Farooqi,1011,3,22-9-2000,SRH,Sunrisers Hyderabad,1,2,8,25.0,0,0,0,1,0,0,2*,-,Afghanistan,rhb,Overseas,True
Jagadeesha Suchith,231,5,16-1-1994,SRH,Sunrisers Hyderabad,2,2,8,25.0,0,0,2,0,0,0,2,1.00,India,lhb,Indian,False
Tim Southee,77,9,11-12-1988,KKR,Kolkata Knight Riders,5,2,12,16.66,0,0,4,1,0,0,1*,0.50,New Zealand,rhb,Overseas,True
Nathan Coulter-Nile,5,1,11-10-1987,RR,Rajasthan Royals,1,1,2,50.0,0,0,0,1,0,0,1*,-,Australia,rhb,Overseas,True
Anrich Nortje,142,6,16-11-1993,DC,Delhi Capitals,1,1,6,16.66,0,0,0,1,0,0,1*,-,South Africa,rhb,Overseas,True
