StrikerName,PlayerId,Matches,PlayerDOB,TeamCode,TeamName,Innings,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,Nationality,RightHandedBat
Ambati Rayudu,60,13,23-9-1985,MI,Mumbai Indians,12,334,278,120.14,28,12,11,1,2,0,65,30.36,India,rhb,Indian,True
Dwayne Smith,0,12,12-4-1983,GL,Gujarat Lions,12,324,221,146.6,35,16,11,1,3,0,73,29.45,West Indies,rhb,Overseas,True
Sanju Samson,190,14,11-11-1994,DC,Delhi Capitals,14,291,259,112.35,20,8,11,3,1,0,60,26.45,India,rhb,Indian,True
MS Dhoni,57,14,7-7-1981,RPS,Rising Pune Supergiant,12,284,210,135.23,18,14,7,5,1,0,64*,40.57,India,rhb,Indian,True
Steve Smith,0,8,2-6-1989,RPS,Rising Pune Supergiant,7,270,176,153.4,27,8,6,1,0,1,101,45.0,Australia,rhb,Overseas,True
Wriddhiman Saha,225,12,24-10-1984,PBKS,Punjab Kings,12,270,212,127.35,29,1,11,1,2,0,56,24.54,India,rhb,Indian,True
Jos Buttler,182,14,8-9-1990,MI,Mumbai Indians,14,255,184,138.58,23,11,11,3,0,0,41,23.18,England,rhb,Overseas,True
Manish Pandey,16,12,10-9-1989,KKR,Kolkata Knight Riders,11,248,183,135.51,17,9,8,3,2,0,52,31.0,India,rhb,Indian,True
Krunal Pandya,17,12,24-3-1991,MI,Mumbai Indians,9,237,124,191.12,22,13,6,3,1,0,86,39.5,India,lhb,Indian,False
Yuvraj Singh,175,10,12-12-1981,SRH,Sunrisers Hyderabad,10,236,179,131.84,22,13,9,1,0,0,44,26.22,India,lhb,Indian,False
Chris Gayle,126,10,21-9-1979,RCB,Royal Challengers Bangalore,10,227,150,151.33,17,21,10,0,2,0,76,22.7,West Indies,lhb,Overseas,False
Kieron Pollard,166,13,12-5-1987,MI,Mumbai Indians,12,207,144,143.75,11,16,8,4,1,0,51*,25.87,West Indies,rhb,Overseas,True
Faf du Plessis,94,6,13-7-1984,RPS,Rising Pune Supergiant,6,206,162,127.16,17,9,6,0,2,0,69,34.33,South Africa,rhb,Overseas,True
Rishabh Pant,18,10,4-10-1997,DC,Delhi Capitals,10,198,152,130.26,19,6,8,2,1,0,69,24.75,India,lhb,Indian,False
Chris Morris,112,12,30-4-1987,DC,Delhi Capitals,7,195,109,178.89,15,12,3,4,1,0,82*,65.0,South Africa,rhb,Overseas,True
JP Duminy,0,10,14-4-1984,DC,Delhi Capitals,8,191,156,122.43,13,3,5,3,0,0,49*,38.2,South Africa,lhb,Overseas,False
Ravindra Jadeja,46,15,6-12-1988,GL,Gujarat Lions,15,191,178,107.3,14,4,9,6,0,0,36*,21.22,India,lhb,Indian,False
Andre Russell,141,12,29-4-1988,KKR,Kolkata Knight Riders,8,188,114,164.91,10,15,7,1,0,0,39*,26.85,West Indies,rhb,Overseas,True
Suryakumar Yadav,174,15,14-9-1990,KKR,Kolkata Knight Riders,11,182,143,127.27,18,5,7,4,1,0,60,26.0,India,rhb,Indian,True
Moises Henriques,133,17,1-2-1987,SRH,Sunrisers Hyderabad,15,182,158,115.18,15,6,12,3,0,0,31*,15.16,Australia,rhb,Overseas,True
Glenn Maxwell,28,11,14-10-1988,PBKS,Punjab Kings,11,179,124,144.35,14,8,9,2,2,0,68,19.88,Australia,rhb,Overseas,True
Shane Watson,104,16,17-6-1981,RCB,Royal Challengers Bangalore,15,179,134,133.58,14,12,13,2,0,0,36,13.76,Australia,rhb,Overseas,True
Parthiv Patel,48,10,9-3-1985,MI,Mumbai Indians,10,177,152,116.44,23,4,10,0,1,0,81,17.7,India,lhb,Indian,False
Saurabh Tiwary,540,10,30-12-1989,RPS,Rising Pune Supergiant,7,170,141,120.56,17,4,7,0,2,0,57,24.28,India,lhb,Indian,False
Manan Vohra,185,7,18-7-1993,PBKS,Punjab Kings,7,161,131,122.9,19,3,7,0,1,0,51,23.0,India,rhb,Indian,True
David Miller,128,14,10-6-1989,PBKS,Punjab Kings,13,161,131,122.9,11,4,10,3,0,0,31,16.1,South Africa,lhb,Overseas,False
Shaun Marsh,41,6,9-7-1983,PBKS,Punjab Kings,6,159,134,118.65,13,4,5,1,1,0,56*,31.8,Australia,lhb,Overseas,False
Hashim Amla,285,6,31-3-1983,PBKS,Punjab Kings,6,157,119,131.93,20,4,6,0,1,0,96,26.16,South Africa,rhb,Overseas,True
Thisara Perera,279,12,3-4-1989,RPS,Rising Pune Supergiant,10,150,93,161.29,7,11,7,3,0,0,34,21.42,Sri Lanka,lhb,Overseas,False
Marcus Stoinis,23,7,16-8-1989,PBKS,Punjab Kings,5,146,108,135.18,13,4,4,1,1,0,52,36.5,Australia,rhb,Overseas,True
Deepak Hooda,215,17,19-4-1995,SRH,Sunrisers Hyderabad,15,144,121,119.0,9,5,14,1,0,0,34,10.28,India,rhb,Indian,True
Naman Ojha,0,17,20-7-1983,SRH,Sunrisers Hyderabad,13,136,138,98.55,7,5,10,3,0,0,37,13.6,India,rhb,Indian,True
Usman Khawaja,38,6,18-12-1986,RPS,Rising Pune Supergiant,6,127,100,127.0,14,3,6,0,0,0,30,21.16,Australia,lhb,Overseas,False
Kane Williamson,65,6,8-8-1990,SRH,Sunrisers Hyderabad,6,124,122,101.63,14,0,6,0,1,0,50,20.66,New Zealand,rhb,Overseas,True
Eoin Morgan,308,7,10-9-1986,SRH,Sunrisers Hyderabad,6,123,105,117.14,8,4,5,1,1,0,51,24.6,England,lhb,Overseas,False
Sachin Baby,599,11,18-12-1988,RCB,Royal Challengers Bangalore,6,119,79,150.63,9,5,5,1,0,0,33,23.8,India,lhb,Indian,False
Shakib Al Hasan,222,10,24-3-1987,KKR,Kolkata Knight Riders,7,114,106,107.54,7,5,5,2,1,0,66*,22.8,Bangladesh,lhb,Overseas,False
Gurkeerat Mann Singh,201,7,29-6-1990,PBKS,Punjab Kings,6,113,86,131.39,11,3,5,1,1,0,51,22.6,India,rhb,Indian,True
Axar Patel,110,14,20-1-1994,PBKS,Punjab Kings,10,111,77,144.15,4,8,7,3,0,0,36*,15.85,India,lhb,Indian,False
Nitish Rana,148,4,27-12-1993,MI,Mumbai Indians,3,104,75,138.66,7,8,3,0,1,0,70,34.66,India,lhb,Indian,False
Dwayne Bravo,93,15,7-10-1983,GL,Gujarat Lions,13,99,82,120.73,11,1,8,5,0,0,22*,12.37,West Indies,rhb,Overseas,True
Harbhajan Singh,95,14,3-7-1980,MI,Mumbai Indians,7,92,84,109.52,11,2,3,4,0,0,45*,30.66,India,rhb,Indian,True
Sam Billings,103,5,15-6-1991,DC,Delhi Capitals,4,88,64,137.5,4,4,4,0,1,0,54,22.0,England,rhb,Overseas,True
George Bailey,0,6,7-9-1982,RPS,Rising Pune Supergiant,5,84,98,85.71,9,2,4,1,0,0,34,21.0,Australia,rhb,Overseas,True
Carlos Brathwaite,143,8,18-7-1988,DC,Delhi Capitals,6,83,38,218.42,6,8,6,0,0,0,34,13.83,West Indies,rhb,Overseas,True
James Faulkner,0,7,29-4-1990,GL,Gujarat Lions,5,77,59,130.5,7,0,3,2,0,0,32,25.66,Australia,rhb,Overseas,True
Kevin Pietersen,0,4,27-6-1980,RPS,Rising Pune Supergiant,4,73,61,119.67,4,3,2,2,0,0,37,36.5,England,rhb,Overseas,True
Sarfaraz Khan,139,5,22-10-1997,RCB,Royal Challengers Bangalore,4,66,31,212.9,7,4,2,2,0,0,35*,33.0,India,rhb,Indian,True
Ben Cutting,162,4,30-1-1987,SRH,Sunrisers Hyderabad,4,65,34,191.17,4,6,2,2,0,0,39*,32.5,Australia,rhb,Overseas,True
Stuart Binny,195,14,3-6-1984,RCB,Royal Challengers Bangalore,6,63,39,161.53,5,4,3,3,0,0,21,21.0,India,rhb,Indian,True
Martin Guptill,70,3,30-9-1986,MI,Mumbai Indians,3,57,55,103.63,3,3,3,0,0,0,48,19.0,New Zealand,rhb,Overseas,True
Pawan Negi,208,8,6-1-1993,DC,Delhi Capitals,6,57,59,96.61,2,3,2,4,0,0,19*,28.5,India,lhb,Indian,False
Travis Head,37,3,29-12-1993,RCB,Royal Challengers Bangalore,3,54,40,135.0,3,2,2,1,0,0,37,27.0,Australia,lhb,Overseas,False
Bipul Sharma,0,7,28-9-1983,SRH,Sunrisers Hyderabad,4,51,25,204.0,1,5,2,2,0,0,27*,25.5,India,lhb,Indian,False
Ashish Reddy,0,4,24-2-1991,SRH,Sunrisers Hyderabad,3,47,29,162.06,2,4,2,1,0,0,32,23.5,India,rhb,Indian,True
Hardik Pandya,54,11,11-10-1993,MI,Mumbai Indians,9,44,63,69.84,4,0,7,2,0,0,9,6.28,India,rhb,Indian,True
Bhuvneshwar Kumar,15,17,5-2-1990,SRH,Sunrisers Hyderabad,8,43,27,159.25,6,1,6,2,0,0,21,7.16,India,rhb,Indian,True
Kedar Jadhav,58,4,26-3-1985,RCB,Royal Challengers Bangalore,3,42,32,131.25,2,2,0,3,0,0,25*,0.0,India,rhb,Indian,True
Ishan Kishan,164,5,18-7-1998,GL,Gujarat Lions,5,42,41,102.43,5,0,5,0,0,0,27,8.4,India,lhb,Indian,False
Ravichandran Ashwin,45,14,17-9-1986,RPS,Rising Pune Supergiant,6,41,38,107.89,3,1,2,4,0,0,29,20.5,India,rhb,Indian,True
Iqbal Abdulla,0,8,2-12-1989,RCB,Royal Challengers Bangalore,2,37,27,137.03,4,1,0,2,0,0,33*,0.0,India,lhb,Indian,False
Karn Sharma,98,5,23-10-1987,SRH,Sunrisers Hyderabad,3,36,30,120.0,3,1,0,3,0,0,26*,0.0,India,lhb,Indian,False
Rajat Bhatia,0,10,22-10-1979,RPS,Rising Pune Supergiant,6,34,20,170.0,1,2,1,5,0,0,21,34.0,India,rhb,Indian,True
Mitchell McClenaghan,0,14,11-6-1986,MI,Mumbai Indians,5,34,23,147.82,2,3,3,2,0,0,20,11.33,New Zealand,lhb,Overseas,False
Mohit Sharma,100,14,18-9-1988,PBKS,Punjab Kings,6,32,26,123.07,3,1,4,2,0,0,15,8.0,India,rhb,Indian,True
Colin Munro,73,4,11-3-1987,KKR,Kolkata Knight Riders,3,30,30,100.0,3,0,3,0,0,0,16,10.0,New Zealand,lhb,Overseas,False
Shreyas Iyer,12,6,6-12-1994,DC,Delhi Capitals,6,30,43,69.76,2,1,6,0,0,0,19,5.0,India,rhb,Indian,True
Tim Southee,77,11,11-12-1988,MI,Mumbai Indians,4,30,19,157.89,1,2,3,1,0,0,25,10.0,New Zealand,rhb,Overseas,True
Praveen Kumar,0,16,2-10-1986,GL,Gujarat Lions,7,28,27,103.7,4,0,4,3,0,0,15,7.0,India,rhb,Indian,True
Mayank Agarwal,55,3,16-2-1991,DC,Delhi Capitals,3,27,25,108.0,3,1,3,0,0,0,10,9.0,India,rhb,Indian,True
Piyush Chawla,149,12,24-12-1988,KKR,Kolkata Knight Riders,3,27,26,103.84,4,0,3,0,0,0,11,9.0,India,lhb,Indian,False
Chris Lynn,27,2,10-4-1990,KKR,Kolkata Knight Riders,2,25,22,113.63,0,1,1,1,0,0,15,25.0,Australia,rhb,Overseas,True
Eklavya Dwivedi,0,4,22-7-1988,GL,Gujarat Lions,2,24,14,171.42,2,2,2,0,0,0,19,12.0,India,rhb,Indian,True
Rajagopal Sathish,0,4,14-1-1981,KKR,Kolkata Knight Riders,3,24,24,100.0,1,1,3,0,0,0,10,8.0,India,rhb,Indian,True
Nikhil Naik,147,2,9-11-1994,PBKS,Punjab Kings,2,23,31,74.19,1,0,2,0,0,0,22,11.5,India,rhb,Indian,True
Dhawal Kulkarni,178,14,10-12-1988,GL,Gujarat Lions,5,23,15,153.33,2,0,2,3,0,0,6*,11.5,India,rhb,Indian,True
Jason Holder,263,4,5-11-1991,KKR,Kolkata Knight Riders,4,22,19,115.78,2,1,4,0,0,0,13,5.5,West Indies,rhb,Overseas,True
Akshdeep Nath,199,4,10-5-1993,GL,Gujarat Lions,3,20,27,74.07,1,0,3,0,0,0,12,6.66,India,rhb,Indian,True
Pradeep Sahu,0,5,21-8-1985,PBKS,Punjab Kings,2,19,13,146.15,1,1,1,1,0,0,18*,19.0,India,rhb,Indian,True
Albie Morkel,481,2,10-6-1981,RPS,Rising Pune Supergiant,1,16,9,177.77,0,2,1,0,0,0,16,16.0,South Africa,lhb,Overseas,False
Rishi Dhawan,996,2,19-2-1990,PBKS,Punjab Kings,2,14,6,233.33,0,1,0,2,0,0,11*,0.0,India,rhb,Indian,True
Farhaan Behardien,0,3,9-10-1983,PBKS,Punjab Kings,3,14,13,107.69,2,0,2,1,0,0,9*,7.0,South Africa,rhb,Overseas,True
Vinay Kumar,0,3,12-2-1984,MI,Mumbai Indians,2,13,12,108.33,0,1,1,1,0,0,12,13.0,India,rhb,Indian,True
KC Cariappa,227,5,13-4-1994,PBKS,Punjab Kings,2,13,11,118.18,0,1,1,1,0,0,12*,13.0,India,rhb,Indian,True
Kyle Abbott,0,5,18-6-1987,PBKS,Punjab Kings,3,13,8,162.5,0,1,1,2,0,0,12*,13.0,South Africa,rhb,Overseas,True
Irfan Pathan,458,4,27-10-1984,RPS,Rising Pune Supergiant,3,11,13,84.61,0,0,3,0,0,0,7,3.66,India,lhb,Indian,False
Parveez Rasool,0,4,13-2-1989,RCB,Royal Challengers Bangalore,1,10,9,111.11,1,0,1,0,0,0,10,10.0,India,rhb,Indian,True
Nathan Coulter-Nile,5,4,11-10-1987,DC,Delhi Capitals,2,9,14,64.28,1,0,0,2,0,0,7*,0.0,Australia,rhb,Overseas,True
Umesh Yadav,21,9,25-10-1987,KKR,Kolkata Knight Riders,2,9,5,180.0,0,1,1,1,0,0,7*,9.0,India,rhb,Indian,True
Lendl Simmons,368,1,25-1-1985,MI,Mumbai Indians,1,8,8,100.0,0,1,1,0,0,0,8,8.0,West Indies,rhb,Overseas,True
Aditya Tare,158,3,7-11-1987,SRH,Sunrisers Hyderabad,2,8,15,53.33,1,0,2,0,0,0,8,4.0,India,rhb,Indian,True
Jasprit Bumrah,9,14,6-12-1993,MI,Mumbai Indians,2,8,11,72.72,1,0,1,1,0,0,6,8.0,India,rhb,Indian,True
Sandeep Sharma,220,14,18-5-1993,PBKS,Punjab Kings,4,8,9,88.88,0,0,0,4,0,0,5*,0.0,India,rhb,Indian,True
Mitchell Marsh,40,3,20-10-1991,RPS,Rising Pune Supergiant,1,7,11,63.63,0,0,1,0,0,0,7,7.0,Australia,rhb,Overseas,True
Pravin Tambe,531,7,8-10-1971,GL,Gujarat Lions,1,7,19,36.84,1,0,0,1,0,0,7*,0.0,India,rhb,Indian,True
Sunil Narine,156,11,26-5-1988,KKR,Kolkata Knight Riders,4,7,13,53.84,0,0,1,3,0,0,4,7.0,West Indies,lhb,Overseas,False
Peter Handscomb,34,2,26-4-1991,RPS,Rising Pune Supergiant,1,6,12,50.0,0,0,1,0,0,0,6,6.0,Australia,rhb,Overseas,True
Jayant Yadav,165,5,22-1-1990,DC,Delhi Capitals,2,6,10,60.0,0,0,2,0,0,0,5,3.0,India,rhb,Indian,True
Zaheer Khan,462,12,8-10-1978,DC,Delhi Capitals,2,6,13,46.15,1,0,2,0,0,0,4,3.0,India,rhb,Indian,True
David Wiese,674,1,18-5-1985,RCB,Royal Challengers Bangalore,1,5,4,125.0,0,0,0,1,0,0,5*,0.0,Namibia,rhb,Overseas,True
Mitchell Johnson,0,3,2-11-1981,PBKS,Punjab Kings,3,5,14,35.71,0,0,2,1,0,0,4,2.5,Australia,lhb,Overseas,False
Imran Tahir,96,4,27-3-1979,DC,Delhi Capitals,1,5,7,71.42,1,0,1,0,0,0,5,5.0,South Africa,rhb,Overseas,True
Amit Mishra,107,14,24-11-1982,DC,Delhi Capitals,2,4,14,28.57,0,0,2,0,0,0,3,2.0,India,rhb,Indian,True
Barinder Sran,161,14,10-12-1992,SRH,Sunrisers Hyderabad,4,4,4,100.0,0,0,0,4,0,0,2*,0.0,India,lhb,Indian,False
Ankit Sharma,0,3,20-4-1991,RPS,Rising Pune Supergiant,1,3,3,100.0,0,0,0,1,0,0,3*,0.0,India,lhb,Indian,False
Chris Jordan,519,9,4-10-1988,RCB,Royal Challengers Bangalore,1,3,4,75.0,0,0,1,0,0,0,3,3.0,England,rhb,Overseas,True
Shreyas Gopal,192,1,4-9-1993,MI,Mumbai Indians,1,2,16,12.5,0,0,1,0,0,0,2,2.0,India,rhb,Indian,True
Mohammad Shami,47,8,3-9-1990,DC,Delhi Capitals,2,2,4,50.0,0,0,0,2,0,0,2*,0.0,India,rhb,Indian,True
Dale Steyn,230,1,27-6-1983,GL,Gujarat Lions,1,1,2,50.0,0,0,1,0,0,0,1,1.0,South Africa,rhb,Overseas,True
Kane Richardson,85,4,12-2-1991,RCB,Royal Challengers Bangalore,1,1,1,100.0,0,0,0,1,0,0,1*,0.0,Australia,rhb,Overseas,True
Shahbaz Nadeem,221,4,12-8-1989,DC,Delhi Capitals,1,1,5,20.0,0,0,0,1,0,0,1*,0.0,India,rhb,Indian,True
Shadab Jakati,0,6,27-11-1980,GL,Gujarat Lions,1,1,2,50.0,0,0,0,1,0,0,1*,0.0,India,lhb,Indian,False
Ashish Nehra,0,8,29-4-1979,SRH,Sunrisers Hyderabad,2,1,1,100.0,0,0,0,2,0,0,1*,0.0,India,rhb,Indian,True
Morne Morkel,0,10,6-10-1984,KKR,Kolkata Knight Riders,2,1,1,100.0,0,0,0,2,0,0,1*,0.0,South Africa,lhb,Overseas,False
Swapnil Singh,0,1,22-1-1991,PBKS,Punjab Kings,1,0,1,0.0,0,0,1,0,0,0,0*,0.0,India,rhb,Indian,True
Unmukt Chand,0,1,26-3-1993,MI,Mumbai Indians,1,0,4,0.0,0,0,1,0,0,0,0*,0.0,United States of America,rhb,Overseas,True
Adam Zampa,24,5,31-3-1992,RPS,Rising Pune Supergiant,1,0,1,0.0,0,0,1,0,0,0,0*,0.0,Australia,rhb,Overseas,True
Shivil Kaushik,0,7,7-9-1995,GL,Gujarat Lions,2,0,1,0.0,0,0,1,1,0,0,0*,0.0,India,rhb,Indian,True
Murugan Ashwin,135,10,8-9-1990,RPS,Rising Pune Supergiant,1,0,1,0.0,0,0,1,0,0,0,0*,0.0,India,rhb,Indian,True
