Name,Matches,PlayerDOB,TeamCode,TeamName,Innings,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,Nationality,RightHandedBat
Subramaniam Badrinath,16,30-8-1980,CSK,Chennai Super Kings,11,192,130,147.69,21,8,6,5,2,0,64,32.0,India,rhb,Indian,True
Matthew Hayden,4,29-10-1971,CSK,Chennai Super Kings,4,189,131,144.27,24,6,3,1,2,0,81,63.0,Australia,lhb,Overseas,False
Brendon McCullum,4,27-9-1981,KKR,Kolkata Knight Riders,4,188,92,204.34,13,15,3,1,0,1,158*,62.66,New Zealand,rhb,Overseas,True
Sachin Tendulkar,7,24-4-1973,MI,Mumbai Indians,7,188,177,106.21,26,2,6,1,1,0,65,31.33,India,rhb,Indian,True
Mahela Jayawardena,13,27-5-1977,PBKS,Punjab Kings,12,179,131,136.64,15,7,7,5,0,0,45*,25.57,Sri Lanka,rhb,Overseas,True
Dwayne Bravo,9,7-10-1983,MI,Mumbai Indians,7,178,134,132.83,19,5,6,1,1,0,64*,29.66,West Indies,rhb,Overseas,True
Mohammad Kaif,16,1-12-1980,RR,Rajasthan Royals,14,176,171,102.92,14,6,11,3,0,0,34*,16.0,India,rhb,Indian,True
Michael Hussey,4,27-5-1975,CSK,Chennai Super Kings,3,168,100,168.0,12,11,2,1,0,1,116*,84.0,Australia,lhb,Overseas,False
Herschelle Gibbs,9,23-2-1974,DEC,Deccan Chargers,9,167,153,109.15,17,8,9,0,0,0,47,18.55,South Africa,rhb,Overseas,True
Virat Kohli,13,5-11-1988,RCB,Royal Challengers Bangalore,12,165,157,105.09,18,4,11,1,0,0,38,15.0,India,rhb,Indian,True
Laxmi Ratan Shukla,13,6-5-1981,KKR,Kolkata Knight Riders,12,163,122,133.6,17,5,8,4,0,0,42,20.37,India,rhb,Indian,True
Andrew Symonds,4,9-6-1975,DEC,Deccan Chargers,3,161,105,153.33,15,9,2,1,0,1,117*,80.5,Australia,rhb,Overseas,True
Wriddhiman Saha,12,24-10-1984,KKR,Kolkata Knight Riders,10,159,119,133.61,12,7,5,5,1,0,59*,31.8,India,rhb,Indian,True
VVS Laxman,6,1-11-1974,DEC,Deccan Chargers,6,155,132,117.42,22,1,5,1,1,0,52,31.0,India,rhb,Indian,True
Luke Pomersbach,5,28-9-1984,PBKS,Punjab Kings,5,152,99,153.53,13,9,1,4,1,0,79*,152.0,Australia,lhb,Overseas,False
Ross Taylor,4,8-3-1984,RCB,Royal Challengers Bangalore,4,149,81,183.95,13,10,4,0,1,0,53,37.25,New Zealand,rhb,Overseas,True
Shaun Pollock,13,16-7-1973,MI,Mumbai Indians,8,147,111,132.43,12,8,8,0,0,0,33,18.37,South Africa,rhb,Overseas,True
Vidyut Sivaramakrishnan,9,3-12-1981,CSK,Chennai Super Kings,8,145,109,133.02,21,3,8,0,1,0,54,18.12,India,lhb,Indian,False
Dinesh Karthik,13,1-6-1985,DC,Delhi Capitals,8,145,107,135.51,13,4,6,2,1,0,56*,24.16,India,rhb,Indian,True
Ravindra Jadeja,14,6-12-1988,RR,Rajasthan Royals,9,135,103,131.06,11,6,7,2,0,0,36*,19.28,India,lhb,Indian,False
Irfan Pathan,14,27-10-1984,PBKS,Punjab Kings,10,131,116,112.93,9,6,6,4,0,0,40,21.83,India,lhb,Indian,False
Kamran Akmal,6,13-1-1982,RR,Rajasthan Royals,6,128,78,164.1,13,8,5,1,1,0,53*,25.6,Pakistan,rhb,Overseas,True
MF Maharoof,10,7-9-1984,DC,Delhi Capitals,8,125,79,158.22,10,7,6,2,0,0,39,20.83,Sri Lanka,rhb,Overseas,True
Misbah-ul-Haq,8,28-5-1974,RCB,Royal Challengers Bangalore,8,117,81,144.44,10,6,7,1,0,0,47*,16.71,Pakistan,rhb,Overseas,True
Wasim Jaffer,6,16-2-1978,RCB,Royal Challengers Bangalore,6,115,104,110.57,12,3,6,0,1,0,50,19.16,India,rhb,Indian,True
Cameron White,8,18-8-1983,RCB,Royal Challengers Bangalore,8,114,102,111.76,8,4,7,1,0,0,31*,16.28,Australia,rhb,Overseas,True
Scott Styris,8,10-7-1975,DEC,Deccan Chargers,8,112,123,91.05,9,2,6,2,0,0,36*,18.66,New Zealand,rhb,Overseas,True
Praveen Kumar,13,2-10-1986,RCB,Royal Challengers Bangalore,12,112,98,114.28,10,6,10,2,0,0,34,11.2,India,rhb,Indian,True
Dwaraka Ravi Teja,7,5-9-1987,DEC,Deccan Chargers,6,109,82,132.92,10,5,6,0,0,0,40,18.16,India,rhb,Indian,True
Tillakaratne Dilshan,7,14-10-1976,DC,Delhi Capitals,7,104,79,131.64,14,3,6,1,0,0,33,17.33,Sri Lanka,rhb,Overseas,True
Manoj Tiwary,9,14-11-1985,DC,Delhi Capitals,7,104,85,122.35,16,0,4,3,0,0,39,26.0,India,rhb,Indian,True
Niraj Patel,5,26-3-1981,RR,Rajasthan Royals,4,103,81,127.16,13,1,2,2,1,0,57,51.5,India,lhb,Indian,False
Debabrata Das,6,22-9-1986,KKR,Kolkata Knight Riders,6,103,94,109.57,9,5,6,0,0,0,31,17.16,India,rhb,Indian,True
Simon Katich,2,21-8-1975,PBKS,Punjab Kings,2,96,69,139.13,11,2,1,1,1,0,75,96.0,Australia,lhb,Overseas,False
AB de Villiers,6,17-2-1984,DC,Delhi Capitals,6,95,98,96.93,5,1,5,1,0,0,26*,19.0,South Africa,rhb,Overseas,True
Piyush Chawla,15,24-12-1988,PBKS,Punjab Kings,7,90,59,152.54,10,3,4,3,0,0,24*,22.5,India,lhb,Indian,False
Shreevats Goswami,4,18-5-1989,RCB,Royal Challengers Bangalore,3,82,85,96.47,9,1,3,0,1,0,52,27.33,India,lhb,Indian,False
Shahid Afridi,10,1-3-1980,DEC,Deccan Chargers,9,81,46,176.08,7,6,8,1,0,0,33,10.12,Pakistan,rhb,Overseas,True
Karan Goel,7,24-12-1986,PBKS,Punjab Kings,6,76,78,97.43,7,4,6,0,0,0,26,12.66,India,lhb,Indian,False
Ramnaresh Sarwan,4,23-6-1980,PBKS,Punjab Kings,4,73,75,97.33,6,1,4,0,0,0,31,18.25,West Indies,rhb,Overseas,True
Shane Warne,15,13-9-1969,RR,Rajasthan Royals,7,70,59,118.64,7,2,5,2,0,0,22*,14.0,Australia,rhb,Overseas,True
Ajit Agarkar,9,4-12-1977,KKR,Kolkata Knight Riders,6,54,46,117.39,5,2,5,1,0,0,20,10.8,India,rhb,Indian,True
Shoaib Malik,7,1-2-1982,DC,Delhi Capitals,5,52,47,110.63,5,0,4,1,0,0,24,13.0,Pakistan,rhb,Overseas,True
Arjun Yadav,8,23-12-1981,DEC,Deccan Chargers,6,49,39,125.64,5,2,5,1,0,0,16,9.8,India,rhb,Indian,True
Sanjay Bangar,11,11-10-1972,DEC,Deccan Chargers,7,47,49,95.91,1,3,6,1,0,0,17*,7.83,India,rhb,Indian,True
Balachandra Akhil,7,7-10-1977,RCB,Royal Challengers Bangalore,7,46,31,148.38,4,3,3,4,0,0,27*,15.33,India,rhb,Indian,True
Dwayne Smith,4,12-4-1983,MI,Mumbai Indians,3,45,40,112.5,5,1,3,0,0,0,20,15.0,West Indies,rhb,Overseas,True
Aakash Chopra,5,19-9-1977,KKR,Kolkata Knight Riders,5,42,52,80.76,5,0,5,0,0,0,24,8.4,India,rhb,Indian,True
LPC Silva,3,14-12-1979,DEC,Deccan Chargers,3,40,26,153.84,5,1,2,1,0,0,23*,20.0,Sri Lanka,rhb,Overseas,True
Ricky Ponting,4,19-12-1974,KKR,Kolkata Knight Riders,4,39,53,73.58,2,1,4,0,0,0,20,9.75,Australia,rhb,Overseas,True
Dominic Thornely,6,1-10-1978,MI,Mumbai Indians,4,39,53,73.58,2,2,2,2,0,0,30,19.5,Australia,rhb,Overseas,True
Umar Gul,6,15-10-1982,KKR,Kolkata Knight Riders,4,39,19,205.26,1,5,3,1,0,0,24,13.0,Pakistan,rhb,Overseas,True
Amit Mishra,6,24-11-1982,DC,Delhi Capitals,3,37,42,88.09,3,0,3,0,0,0,31,12.33,India,rhb,Indian,True
Sohail Tanvir,11,12-12-1984,RR,Rajasthan Royals,5,36,29,124.13,3,1,3,2,0,0,13,12.0,Pakistan,lhb,Overseas,False
Manpreet Gony,16,4-1-1984,CSK,Chennai Super Kings,5,35,23,152.17,2,3,1,4,0,0,15*,35.0,India,rhb,Indian,True
Luke Ronchi,4,23-4-1981,MI,Mumbai Indians,4,34,32,106.25,6,1,4,0,0,0,13,8.5,New Zealand,rhb,Overseas,True
Pinal Shah,5,3-11-1987,MI,Mumbai Indians,4,34,35,97.14,4,0,4,0,0,0,19,8.5,India,rhb,Indian,True
Rajat Bhatia,9,22-10-1979,DC,Delhi Capitals,3,34,28,121.42,2,2,2,1,0,0,17,17.0,India,rhb,Indian,True
Mahesh Rawat,11,25-10-1985,RR,Rajasthan Royals,7,34,39,87.17,3,1,4,3,0,0,23*,8.5,India,rhb,Indian,True
Zaheer Khan,11,8-10-1978,RCB,Royal Challengers Bangalore,8,34,43,79.06,4,0,4,4,0,0,17*,8.5,India,rhb,Indian,True
Dinesh Salunkhe,6,12-11-1982,RR,Rajasthan Royals,3,33,24,137.5,5,0,2,1,0,0,26*,16.5,India,rhb,Indian,True
Tatenda Taibu,3,14-5-1983,KKR,Kolkata Knight Riders,3,31,26,119.23,3,0,3,0,0,0,15,10.33,Zimbabwe,rhb,Overseas,True
Harbhajan Singh,3,3-7-1980,MI,Mumbai Indians,3,30,17,176.47,1,3,2,1,0,0,28,15.0,India,rhb,Indian,True
Murali Kartik,6,11-9-1976,KKR,Kolkata Knight Riders,3,30,27,111.11,3,0,3,0,0,0,17,10.0,India,lhb,Indian,False
Ramesh Powar,5,20-5-1978,PBKS,Punjab Kings,1,28,21,133.33,4,1,0,1,0,0,28*,0.0,India,rhb,Indian,True
RP Singh,14,6-12-1985,DEC,Deccan Chargers,9,27,24,112.5,2,1,4,5,0,0,10,6.75,India,rhb,Indian,True
Saurabh Tiwary,3,30-12-1989,MI,Mumbai Indians,2,26,20,130.0,3,1,2,0,0,0,17,13.0,India,lhb,Indian,False
Wilkin Mota,4,20-9-1981,PBKS,Punjab Kings,2,26,27,96.29,2,0,1,1,0,0,25,26.0,India,rhb,Indian,True
Shivnarine Chanderpaul,3,16-8-1974,RCB,Royal Challengers Bangalore,3,25,31,80.64,4,0,3,0,0,0,16,8.33,West Indies,lhb,Overseas,False
Vinay Kumar,8,12-2-1984,RCB,Royal Challengers Bangalore,4,25,22,113.63,2,1,3,1,0,0,23,8.33,India,rhb,Indian,True
Musavir Khote,4,22-4-1980,MI,Mumbai Indians,3,24,22,109.09,2,1,2,1,0,0,9,12.0,India,rhb,Indian,True
Jagadeesh Arunkumar,3,18-1-1975,RCB,Royal Challengers Bangalore,3,23,23,100.0,5,0,3,0,0,0,22,7.66,India,rhb,Indian,True
Chaminda Vaas,5,27-1-1974,DEC,Deccan Chargers,4,21,18,116.66,0,1,3,1,0,0,12*,7.0,Sri Lanka,lhb,Overseas,False
Bharat Chipli,3,27-1-1983,RCB,Royal Challengers Bangalore,3,20,28,71.42,3,0,3,0,0,0,10,6.66,India,rhb,Indian,True
Mohammad Hafeez,8,17-10-1980,KKR,Kolkata Knight Riders,3,20,22,90.9,2,1,2,1,0,0,13,10.0,Pakistan,rhb,Overseas,True
Darren Lehmann,2,5-2-1970,RR,Rajasthan Royals,2,18,18,100.0,3,0,2,0,0,0,17,9.0,Australia,lhb,Overseas,False
Siddharth Chitnis,3,6-5-1987,MI,Mumbai Indians,2,18,10,180.0,1,1,2,0,0,0,15,9.0,India,rhb,Indian,True
Jacob Oram,4,28-7-1978,CSK,Chennai Super Kings,3,18,12,150.0,1,1,1,2,0,0,13,18.0,New Zealand,lhb,Overseas,False
Brett Lee,4,8-11-1976,PBKS,Punjab Kings,3,17,13,130.76,2,1,1,2,0,0,16*,17.0,Australia,rhb,Overseas,True
Chamara Kapugedera,5,24-2-1987,CSK,Chennai Super Kings,3,16,23,69.56,0,0,3,0,0,0,8,5.33,Sri Lanka,rhb,Overseas,True
Joginder Sharma,8,23-10-1983,CSK,Chennai Super Kings,3,16,11,145.45,1,1,2,1,0,0,16,8.0,India,rhb,Indian,True
Yo Mahesh,11,21-12-1987,DC,Delhi Capitals,5,15,27,55.55,0,0,2,3,0,0,6*,7.5,India,rhb,Indian,True
Devraj Patil,2,6-12-1984,RCB,Royal Challengers Bangalore,2,13,13,100.0,1,0,2,0,0,0,9,6.5,India,rhb,Indian,True
Anil Kumble,10,17-10-1970,RCB,Royal Challengers Bangalore,5,13,17,76.47,1,0,2,3,0,0,8,6.5,India,rhb,Indian,True
Brad Hodge,3,29-12-1974,KKR,Kolkata Knight Riders,3,12,17,70.58,2,0,3,0,0,0,10,4.0,Australia,rhb,Overseas,True
Nuwan Zoysa,3,13-5-1978,DEC,Deccan Chargers,2,11,9,122.22,1,0,1,1,0,0,10*,11.0,Sri Lanka,lhb,Overseas,False
Makhaya Ntini,9,6-7-1977,CSK,Chennai Super Kings,2,11,18,61.11,2,0,1,1,0,0,11,11.0,South Africa,rhb,Overseas,True
Ishant Sharma,13,2-9-1988,KKR,Kolkata Knight Riders,6,11,11,100.0,1,0,1,5,0,0,4*,11.0,India,rhb,Indian,True
Taruwar Kohli,2,17-12-1988,RR,Rajasthan Royals,2,10,15,66.66,0,1,2,0,0,0,7,5.0,India,rhb,Indian,True
Ashley Noffke,1,30-4-1977,RCB,Royal Challengers Bangalore,1,9,10,90.0,1,0,1,0,0,0,9,9.0,Australia,rhb,Overseas,True
Dimitri Mascarenhas,1,30-10-1977,RR,Rajasthan Royals,1,9,8,112.5,0,1,1,0,0,0,9,9.0,England,rhb,Overseas,True
Tanmay Srivastava,5,7-11-1989,PBKS,Punjab Kings,2,8,10,80.0,0,0,1,1,0,0,7,8.0,India,lhb,Indian,False
Rohan Raje,6,3-9-1986,MI,Mumbai Indians,3,8,9,88.88,1,0,0,3,0,0,6*,0.0,India,rhb,Indian,True
Sunil Joshi,4,6-6-1970,RCB,Royal Challengers Bangalore,2,6,14,42.85,0,0,2,0,0,0,3,3.0,India,lhb,Indian,False
Pankaj Singh,5,6-5-1985,RR,Rajasthan Royals,2,5,8,62.5,0,0,0,2,0,0,4*,0.0,India,rhb,Indian,True
Siddharth Trivedi,15,4-9-1982,RR,Rajasthan Royals,3,5,12,41.66,0,0,1,2,0,0,3*,5.0,India,rhb,Indian,True
Ajinkya Rahane,2,6-6-1988,MI,Mumbai Indians,2,4,17,23.52,1,0,2,0,0,0,4,2.0,India,rhb,Indian,True
Sunny Sohal,2,10-11-1987,PBKS,Punjab Kings,2,4,8,50.0,0,0,2,0,0,0,4,2.0,United States of America,rhb,Overseas,True
Vikram Singh,13,17-9-1984,PBKS,Punjab Kings,2,4,3,133.33,1,0,2,0,0,0,4,2.0,India,rhb,Indian,True
Glenn McGrath,14,9-2-1970,DC,Delhi Capitals,3,4,5,80.0,1,0,1,2,0,0,4*,4.0,Australia,rhb,Overseas,True
Younis Khan,1,29-11-1977,RR,Rajasthan Royals,1,3,7,42.85,0,0,1,0,0,0,3,3.0,Pakistan,rhb,Overseas,True
Doddapaneni Kalyankrishna,3,16-12-1983,DEC,Deccan Chargers,1,3,8,37.5,0,0,1,0,0,0,3,3.0,India,rhb,Indian,True
Manish Pandey,3,10-9-1989,MI,Mumbai Indians,2,3,9,33.33,0,0,2,0,0,0,3,1.5,India,rhb,Indian,True
Mohammad Asif,8,20-12-1982,DC,Delhi Capitals,2,3,6,50.0,0,0,2,0,0,0,3,1.5,Pakistan,lhb,Overseas,False
Ashish Nehra,14,29-4-1979,MI,Mumbai Indians,4,3,13,23.07,0,0,1,3,0,0,2*,3.0,India,rhb,Indian,True
Halhadar Das,1,10-12-1986,DEC,Deccan Chargers,1,2,5,40.0,0,0,1,0,0,0,2,2.0,India,rhb,Indian,True
Vikrant Yeligati,2,23-4-1985,MI,Mumbai Indians,1,2,2,100.0,0,0,1,0,0,0,2,2.0,India,rhb,Indian,True
Shoaib Akhtar,3,13-8-1975,KKR,Kolkata Knight Riders,1,2,7,28.57,0,0,1,0,0,0,2,2.0,Pakistan,rhb,Overseas,True
Dilhara Fernando,5,19-7-1979,MI,Mumbai Indians,1,2,1,200.0,0,0,0,1,0,0,2*,0.0,Sri Lanka,rhb,Overseas,True
Pradeep Sangwan,7,5-11-1990,DC,Delhi Capitals,2,2,5,40.0,0,0,2,0,0,0,2,1.0,India,rhb,Indian,True
Dale Steyn,10,27-6-1983,RCB,Royal Challengers Bangalore,2,2,5,40.0,0,0,1,1,0,0,1*,2.0,South Africa,rhb,Overseas,True
Dhawal Kulkarni,10,10-12-1988,MI,Mumbai Indians,1,2,16,12.5,0,0,0,1,0,0,2*,0.0,India,rhb,Indian,True
Ashok Dinda,13,25-3-1984,KKR,Kolkata Knight Riders,3,2,4,50.0,0,0,1,2,0,0,1*,2.0,India,rhb,Indian,True
Pragyan Ojha,13,5-9-1986,DEC,Deccan Chargers,4,2,4,50.0,0,0,2,2,0,0,1*,1.0,India,lhb,Indian,False
Iqbal Abdulla,1,2-12-1989,KKR,Kolkata Knight Riders,1,1,2,50.0,0,0,0,1,0,0,1*,0.0,India,lhb,Indian,False
Srikkanth Anirudha,1,14-4-1987,CSK,Chennai Super Kings,1,1,7,14.28,0,0,1,0,0,0,1,1.0,India,rhb,Indian,True
PM Sarvesh Kumar,2,26-4-1989,DEC,Deccan Chargers,1,1,2,50.0,0,0,0,1,0,0,1*,0.0,India,rhb,Indian,True
Paidikalva Vijaykumar,9,20-10-1986,DEC,Deccan Chargers,2,1,1,100.0,0,0,0,2,0,0,1*,0.0,India,rhb,Indian,True
Abdur Razzak,1,15-6-1982,RCB,Royal Challengers Bangalore,1,0,2,0.0,0,0,0,1,0,0,0*,0.0,Bangladesh,lhb,Overseas,False
Abhinav Mukund,2,6-1-1990,CSK,Chennai Super Kings,1,0,1,0.0,0,0,1,0,0,0,0*,0.0,India,lhb,Indian,False
Lakshmipathy Balaji,9,27-9-1981,CSK,Chennai Super Kings,1,0,4,0.0,0,0,1,0,0,0,0*,0.0,India,rhb,Indian,True
Munaf Patel,15,12-7-1983,RR,Rajasthan Royals,2,0,1,0.0,0,0,0,2,0,0,0*,0.0,India,rhb,Indian,True
