Name,Matches,PlayerDOB,TeamCode,TeamName,Innings,TotalRuns,Balls,StrikeRate,Fours,Sixes,Outs,NotOuts,FiftyPlusRuns,Centuries,HighestScore,BattingAverage,Nation,BattingStyle,Nationality,RightHandedBat
Jason Roy,8,21-7-1990,KKR,Kolkata Knight Riders,8,285,188,151.59,36,12,8,0,2,0,61,35.63,England,rhb,Overseas,True
Axar Patel,14,20-1-1994,DC,Delhi Capitals,13,283,203,139.4,21,15,10,3,1,0,54,28.30,India,lhb,Indian,False
Liam Livingstone,9,4-8-1993,PBKS,Punjab Kings,9,279,171,163.15,20,19,8,1,2,0,94,34.88,England,rhb,Overseas,True
Sam Curran,14,3-6-1998,PBKS,Punjab Kings,13,276,203,135.96,20,13,10,3,1,0,55,27.60,England,lhb,Overseas,False
K L Rahul,9,18-4-1992,LSG,Lucknow Super Giants,9,274,242,113.22,28,4,8,1,2,0,74,34.25,India,rhb,Indian,True
Rahul Tripathi,13,2-3-1991,SRH,Sunrisers Hyderabad,13,273,213,128.16,29,10,12,1,1,0,74*,22.75,India,rhb,Indian,True
Mayank Agarwal,10,16-2-1991,SRH,Sunrisers Hyderabad,10,270,210,128.57,29,6,10,0,1,0,83,27.00,India,rhb,Indian,True
Devdutt Padikkal,11,7-7-2000,RR,Rajasthan Royals,11,261,200,130.5,31,6,10,1,2,0,52,26.10,India,lhb,Indian,False
David Miller,16,10-6-1989,GT,Gujarat Titans,13,259,178,145.5,18,13,8,5,0,0,46,32.38,South Africa,lhb,Overseas,False
Aiden Markram,13,4-10-1994,SRH,Sunrisers Hyderabad,13,248,197,125.88,18,8,11,2,1,0,50,22.55,South Africa,rhb,Overseas,True
Nehal Wadera,14,4-9-2000,MI,Mumbai Indians,10,241,166,145.18,23,12,9,1,2,0,64,26.78,India,lhb,Indian,False
Ayush Badoni,15,3-12-1999,LSG,Lucknow Super Giants,12,238,172,138.37,13,12,10,2,1,0,59*,23.80,India,rhb,Indian,True
Tim David,16,16-3-1996,MI,Mumbai Indians,15,231,146,158.21,12,15,9,6,0,0,45*,25.67,Australia,rhb,Overseas,True
Andre Russell,14,29-4-1988,KKR,Kolkata Knight Riders,14,227,156,145.51,13,18,11,3,0,0,42,20.64,West Indies,rhb,Overseas,True
Rahmanullah Gurbaz,11,28-11-2001,KKR,Kolkata Knight Riders,11,227,170,133.52,17,15,11,0,2,0,81,20.64,Afghanistan,rhb,Overseas,True
Abhishek Sharma,11,4-9-2000,SRH,Sunrisers Hyderabad,11,226,157,143.94,28,6,11,0,2,0,67,20.55,India,lhb,Indian,False
Phil Salt,9,28-8-1996,DC,Delhi Capitals,9,218,133,163.9,24,10,8,1,2,0,87,27.25,England,rhb,Overseas,True
Rilee Rossouw,9,9-10-1989,DC,Delhi Capitals,9,209,141,148.22,17,11,7,2,1,0,82*,29.86,South Africa,lhb,Overseas,False
Ravindra Jadeja,16,6-12-1988,CSK,Chennai Super Kings,12,190,133,142.85,11,9,8,4,0,0,25*,23.75,India,lhb,Indian,False
Harry Brook,11,22-2-1999,SRH,Sunrisers Hyderabad,11,190,154,123.37,23,4,9,2,0,1,100*,21.11,England,rhb,Overseas,True
Krunal Pandya,15,24-3-1991,LSG,Lucknow Super Giants,14,188,165,113.93,15,6,10,4,0,0,49*,18.80,India,lhb,Indian,False
Atharva Taide,7,26-4-2000,PBKS,Punjab Kings,7,186,129,144.18,20,6,7,0,2,0,66,26.57,India,lhb,Indian,False
Abdul Samad,9,28-10-2001,SRH,Sunrisers Hyderabad,8,169,128,132.03,10,11,4,4,0,0,37*,42.25,India,rhb,Indian,True
Manish Pandey,10,10-9-1989,DC,Delhi Capitals,9,160,146,109.58,15,3,9,0,1,0,50,17.78,India,rhb,Indian,True
Ambati Rayudu,16,23-9-1985,CSK,Chennai Super Kings,12,158,113,139.82,10,9,10,2,0,0,27*,15.80,India,rhb,Indian,True
Shahrukh Khan,14,27-5-1995,PBKS,Punjab Kings,13,156,94,165.95,13,9,7,6,0,0,41*,22.29,India,rhb,Indian,True
Dhruv Jurel,13,21-1-2001,RR,Rajasthan Royals,11,152,88,172.72,11,9,7,4,0,0,34*,21.71,India,rhb,Indian,True
Quinton De Kock,4,17-12-1992,LSG,Lucknow Super Giants,4,143,102,140.19,10,8,4,0,1,0,70,35.75,South Africa,lhb,Overseas,False
Dinesh Karthik,13,1-6-1985,RCB,Royal Challengers Bangalore,13,140,104,134.61,13,5,12,1,0,0,30,11.67,India,rhb,Indian,True
Sikandar Raza,7,24-4-1986,PBKS,Punjab Kings,7,139,98,141.83,10,6,5,2,1,0,57,27.80,Zimbabwe,rhb,Overseas,True
Mahipal Lomror,12,16-11-1999,RCB,Royal Challengers Bangalore,10,135,97,139.17,9,8,8,2,1,0,54*,16.88,India,lhb,Indian,False
Rashid Khan,17,20-9-1998,GT,Gujarat Titans,9,130,60,216.66,8,13,4,5,1,0,79*,32.50,Afghanistan,rhb,Overseas,True
Mitchell Marsh,9,20-10-1991,DC,Delhi Capitals,9,128,97,131.95,11,7,9,0,1,0,63,14.22,Australia,rhb,Overseas,True
Moeen Ali,15,18-6-1987,CSK,Chennai Super Kings,10,124,91,136.26,12,6,7,3,0,0,23,17.71,England,lhb,Overseas,False
Matthew Short,6,8-11-1995,PBKS,Punjab Kings,6,117,92,127.17,15,4,6,0,0,0,36,19.50,Australia,rhb,Overseas,True
Abhinav Manohar,9,16-9-1994,GT,Gujarat Titans,6,114,83,137.34,6,7,6,0,0,0,42,19.00,India,rhb,Indian,True
Shardul Thakur,11,16-10-1991,KKR,Kolkata Knight Riders,10,113,70,161.42,13,4,8,2,1,0,68,14.13,India,rhb,Indian,True
Aman Khan,11,23-11-1996,DC,Delhi Capitals,9,110,101,108.91,7,6,8,1,1,0,51,13.75,India,rhb,Indian,True
Prithvi Shaw,8,9-11-1999,DC,Delhi Capitals,8,106,85,124.7,16,1,8,0,1,0,54,13.25,India,rhb,Indian,True
Anmolpreet Singh,4,28-3-1998,SRH,Sunrisers Hyderabad,4,105,82,128.04,15,2,4,0,0,0,36,26.25,India,rhb,Indian,True
MS Dhoni,16,7-7-1981,CSK,Chennai Super Kings,12,104,57,182.45,3,10,4,8,0,0,32*,26.00,India,rhb,Indian,True
Prerak Mankad,5,23-4-1994,LSG,Lucknow Super Giants,5,93,72,129.16,12,2,3,2,1,0,64*,31.00,India,rhb,Indian,True
Anuj Rawat,9,17-10-1999,RCB,Royal Challengers Bangalore,7,91,71,128.16,6,4,3,4,0,0,29*,30.33,India,lhb,Indian,False
Jagadeesan Narayan,6,24-12-1995,KKR,Kolkata Knight Riders,6,89,81,109.87,14,1,6,0,0,0,36,14.83,India,rhb,Indian,True
Rahul Tewatia,17,20-5-1993,GT,Gujarat Titans,10,87,57,152.63,3,7,4,6,0,0,20*,21.75,India,lhb,Indian,False
Deepak Hooda,12,19-4-1995,LSG,Lucknow Super Giants,12,84,90,93.33,3,2,11,1,0,0,17,7.64,India,rhb,Indian,True
Riyan Parag,7,10-11-2001,RR,Rajasthan Royals,7,78,66,118.18,4,5,6,1,0,0,20,13.00,India,rhb,Indian,True
Harpreet Bhatia,3,11-8-1991,PBKS,Punjab Kings,3,77,59,130.5,8,3,3,0,0,0,41,25.67,India,lhb,Indian,False
Bhanuka Rajapaksa,4,24-10-1991,PBKS,Punjab Kings,4,71,62,114.51,6,2,3,1,1,0,50,23.67,Sri Lanka,lhb,Overseas,False
Vivrant Sharma,3,30-10-1999,SRH,Sunrisers Hyderabad,1,69,47,146.8,9,2,1,0,1,0,69,69.00,India,lhb,Indian,False
Ravichandran Ashwin,13,17-9-1986,RR,Rajasthan Royals,10,67,51,131.37,5,3,6,4,0,0,30,11.17,India,rhb,Indian,True
Lalit Yadav,6,3-1-1997,DC,Delhi Capitals,6,66,59,111.86,8,0,5,1,0,0,38,13.20,India,rhb,Indian,True
Krishnappa Gowtham,7,20-10-1988,LSG,Lucknow Super Giants,7,61,37,164.86,2,5,4,3,0,0,23,15.25,India,rhb,Indian,True
Washington Sundar,7,5-10-1999,SRH,Sunrisers Hyderabad,5,60,60,100.0,6,0,4,1,0,0,24*,15.00,India,lhb,Indian,False
Michael Bracewell,5,14-2-1991,RCB,Royal Challengers Bangalore,4,58,47,123.4,6,1,2,2,0,0,26,29.00,New Zealand,lhb,Overseas,False
Sarfaraz Khan,4,22-10-1997,DC,Delhi Capitals,4,53,62,85.48,4,1,4,0,0,0,30,13.25,India,rhb,Indian,True
Harpreet Brar,13,16-9-1995,PBKS,Punjab Kings,8,52,41,126.82,5,2,6,2,0,0,17*,8.67,India,lhb,Indian,False
Ripal Patel,5,28-9-1995,DC,Delhi Capitals,4,49,43,113.95,3,1,3,1,0,0,23,16.33,India,rhb,Indian,True
Shahbaz Ahmed,10,11-12-1994,RCB,Royal Challengers Bangalore,6,42,39,107.69,3,1,4,2,0,0,20*,10.50,India,lhb,Indian,False
Bhuvneshwar Kumar,14,5-2-1990,SRH,Sunrisers Hyderabad,6,42,47,89.36,4,0,3,3,0,0,27,14.00,India,rhb,Indian,True
Glenn Phillips,5,6-12-1996,SRH,Sunrisers Hyderabad,5,39,22,177.27,2,4,5,0,0,0,25,7.80,New Zealand,rhb,Overseas,True
Marco Jansen,8,1-5-2000,SRH,Sunrisers Hyderabad,6,39,43,90.69,4,0,3,3,0,0,17*,13.00,South Africa,rhb,Overseas,True
Anrich Nortje,10,16-11-1993,DC,Delhi Capitals,7,37,29,127.58,6,0,3,4,0,0,23*,12.33,South Africa,rhb,Overseas,True
Vishnu Vinod,3,2-12-1993,MI,Mumbai Indians,3,37,31,119.35,2,2,3,0,0,0,30,12.33,India,rhb,Indian,True
Suyash S Prabhudessai,5,6-12-1997,RCB,Royal Challengers Bangalore,4,35,29,120.68,1,2,4,0,0,0,19,8.75,India,rhb,Indian,True
David Willey,4,28-2-1990,RCB,Royal Challengers Bangalore,3,35,32,109.37,4,0,0,3,0,0,20*,-,England,lhb,Overseas,False
Wanindu Hasaranga,8,29-7-1997,RCB,Royal Challengers Bangalore,5,33,28,117.85,3,0,2,3,0,0,12*,16.50,Sri Lanka,rhb,Overseas,True
Abishek Porel,4,17-10-2002,DC,Delhi Capitals,4,33,31,106.45,1,2,4,0,0,0,20,8.25,India,lhb,Indian,False
Kuldeep Yadav,14,14-12-1994,DC,Delhi Capitals,10,31,48,64.58,2,0,2,8,0,0,10*,15.50,India,lhb,Indian,False
Dasun Shanaka,3,9-9-1991,GT,Gujarat Titans,3,26,26,100.0,2,1,2,1,0,0,17,13.00,Sri Lanka,rhb,Overseas,True
Piyush Chawla,16,24-12-1988,MI,Mumbai Indians,4,25,22,113.63,1,1,2,2,0,0,18,12.50,India,lhb,Indian,False
Tristan Stubbs,2,14-8-2000,MI,Mumbai Indians,2,25,31,80.64,2,0,2,0,0,0,20,12.50,South Africa,rhb,Overseas,True
Hrithik Shokeen,8,14-8-2000,MI,Mumbai Indians,3,23,17,135.29,4,0,1,2,0,0,18*,23.00,India,rhb,Indian,True
Anukul Roy,4,30-11-1998,KKR,Kolkata Knight Riders,4,23,19,121.05,3,0,2,2,0,0,13*,11.50,India,lhb,Indian,False
Adil Rashid,2,17-2-1988,SRH,Sunrisers Hyderabad,2,22,16,137.5,2,1,2,0,0,0,18,11.00,England,rhb,Overseas,True
Priyam Garg,2,30-11-2000,DC,Delhi Capitals,2,22,23,95.65,1,0,2,0,0,0,12,11.00,India,rhb,Indian,True
David Wiese,3,18-5-1985,KKR,Kolkata Knight Riders,3,21,11,190.9,0,3,1,2,0,0,12*,21.00,Namibia,rhb,Overseas,True
Mayank Markande,10,11-11-1997,SRH,Sunrisers Hyderabad,3,21,13,161.53,2,1,0,3,0,0,18*,-,India,rhb,Indian,True
Sunil Narine,14,26-5-1988,KKR,Kolkata Knight Riders,10,21,25,84.0,2,1,7,3,0,0,7*,3.00,West Indies,lhb,Overseas,False
Rishi Dhawan,6,19-2-1990,PBKS,Punjab Kings,3,20,12,166.66,1,1,2,1,0,0,19,10.00,India,rhb,Indian,True
Ravi Bishnoi,15,5-9-2000,LSG,Lucknow Super Giants,7,20,27,74.07,1,0,3,4,0,0,5,6.67,India,rhb,Indian,True
Umran Malik,8,22-11-1999,SRH,Sunrisers Hyderabad,2,19,8,237.5,1,2,1,1,0,0,19*,19.00,India,rhb,Indian,True
Umesh Yadav,8,25-10-1987,KKR,Kolkata Knight Riders,5,19,18,105.55,1,0,2,3,0,0,6*,9.50,India,rhb,Indian,True
Amit Mishra,7,24-11-1982,LSG,Lucknow Super Giants,1,19,30,63.33,2,0,1,0,0,0,19,19.00,India,rhb,Indian,True
Arshad Khan,6,20-12-1997,MI,Mumbai Indians,3,18,15,120.0,0,1,2,1,0,0,15*,9.00,India,lhb,Indian,False
Akash Deep,2,15-12-1996,RCB,Royal Challengers Bangalore,1,17,8,212.5,2,1,1,0,0,0,17,17.00,India,rhb,Indian,True
Akeal Hosein,1,25-4-1993,SRH,Sunrisers Hyderabad,1,16,10,160.0,1,1,0,1,0,0,16*,-,West Indies,lhb,Overseas,False
Trent Boult,10,22-7-1989,RR,Rajasthan Royals,4,16,14,114.28,1,1,1,3,0,0,15,16.00,New Zealand,rhb,Overseas,True
Praveen Dubey,1,1-7-1993,DC,Delhi Capitals,1,16,20,80.0,2,0,1,0,0,0,16,16.00,India,rhb,Indian,True
Naveen-ul-Haq,8,23-9-1999,LSG,Lucknow Super Giants,3,16,21,76.19,2,0,1,2,0,0,13,16.00,Afghanistan,rhb,Overseas,True
Yash Dhull,4,11-11-2002,DC,Delhi Capitals,3,16,23,69.56,1,0,3,0,0,0,13,5.33,India,rhb,Indian,True
Ben Stokes,2,4-6-1991,CSK,Chennai Super Kings,2,15,14,107.14,2,0,2,0,0,0,8,7.50,England,lhb,Overseas,False
Mandeep Singh,3,18-12-1991,KKR,Kolkata Knight Riders,3,14,16,87.5,0,1,3,0,0,0,12,4.67,India,rhb,Indian,True
Arjun Tendulkar,4,24-9-1999,MI,Mumbai Indians,1,13,9,144.44,0,1,1,0,0,0,13,13.00,India,lhb,Indian,False
Vyshak Vijaykumar,7,31-1-1997,RCB,Royal Challengers Bangalore,2,13,9,144.44,0,1,1,1,0,0,13*,13.00,India,rhb,Indian,True
Kedar Jadhav,2,26-3-1985,RCB,Royal Challengers Bangalore,1,12,10,120.0,1,0,0,1,0,0,12*,-,India,rhb,Indian,True
Jason Holder,8,5-11-1991,RR,Rajasthan Royals,3,12,11,109.09,0,1,2,1,0,0,11,6.00,West Indies,rhb,Overseas,True
Karan Sharma,2,31-10-1998,LSG,Lucknow Super Giants,2,12,21,57.14,0,0,2,0,0,0,9,6.00,India,rhb,Indian,True
Mark Wood,4,11-1-1990,LSG,Lucknow Super Giants,2,11,5,220.0,1,1,1,1,0,0,10*,11.00,England,rhb,Overseas,True
Sanvir Singh,2,12-10-1996,SRH,Sunrisers Hyderabad,2,11,9,122.22,1,1,1,1,0,0,7,11.00,India,rhb,Indian,True
Manan Vohra,1,18-7-1993,LSG,Lucknow Super Giants,1,10,11,90.9,1,0,1,0,0,0,10,10.00,India,rhb,Indian,True
Joe Root,3,30-12-1990,RR,Rajasthan Royals,1,10,15,66.66,1,0,1,0,0,0,10,10.00,England,rhb,Overseas,True
Adam Zampa,6,31-3-1992,RR,Rajasthan Royals,3,10,16,62.5,0,0,3,0,0,0,7,3.33,Australia,rhb,Overseas,True
Jaydev Unadkat,3,18-10-1991,LSG,Lucknow Super Giants,1,9,7,128.57,1,0,1,0,0,0,9,9.00,India,rhb,Indian,True
Noor Ahmad,13,3-1-2005,GT,Gujarat Titans,3,8,9,88.88,1,0,2,1,0,0,7*,4.00,Afghanistan,rhb,Overseas,True
Mukesh Kumar,10,12-10-1993,DC,Delhi Capitals,3,7,9,77.77,0,0,0,3,0,0,6*,-,India,rhb,Indian,True
Rovman Powell,3,23-7-1993,DC,Delhi Capitals,3,7,9,77.77,1,0,3,0,0,0,4,2.33,West Indies,rhb,Overseas,True
Alzarri Joseph,7,20-11-1996,GT,Gujarat Titans,2,7,12,58.33,1,0,0,2,0,0,7*,-,West Indies,rhb,Overseas,True
Harshal Patel,13,23-11-1990,RCB,Royal Challengers Bangalore,2,6,6,100.0,0,1,2,0,0,0,6,3.00,India,rhb,Indian,True
Kumar Kartikeya Singh,8,26-12-1997,MI,Mumbai Indians,1,6,7,85.71,1,0,1,0,0,0,6,6.00,India,rhb,Indian,True
Jason Behrendorff,12,20-4-1990,MI,Mumbai Indians,2,6,9,66.66,0,0,0,2,0,0,3*,-,Australia,rhb,Overseas,True
Chris Jordan,6,4-10-1988,MI,Mumbai Indians,2,6,12,50.0,0,0,2,0,0,0,4,3.00,England,rhb,Overseas,True
Mohammad Shami,17,3-9-1990,GT,Gujarat Titans,2,5,6,83.33,1,0,2,0,0,0,5,2.50,India,rhb,Indian,True
Liton Das,1,13-10-1994,KKR,Kolkata Knight Riders,1,4,4,100.0,1,0,1,0,0,0,4,4.00,Bangladesh,rhb,Overseas,True
Jofra Archer,5,1-4-1995,MI,Mumbai Indians,2,4,4,100.0,0,0,0,2,0,0,3*,-,England,rhb,Overseas,True
Chetan Sakariya,2,28-2-1998,DC,Delhi Capitals,2,4,6,66.66,1,0,1,1,0,0,4,4.00,India,lhb,Indian,False
Vaibhav Arora,5,14-12-1997,KKR,Kolkata Knight Riders,2,3,2,150.0,0,0,0,2,0,0,2*,-,India,rhb,Indian,True
Karn Sharma,7,23-10-1987,RCB,Royal Challengers Bangalore,2,3,5,60.0,0,0,2,0,0,0,2,1.50,India,lhb,Indian,False
Arshdeep Singh,14,5-2-1999,PBKS,Punjab Kings,2,2,2,100.0,0,0,0,2,0,0,2*,-,India,lhb,Indian,False
Mitchell Santner,3,5-2-1992,CSK,Chennai Super Kings,2,2,4,50.0,0,0,0,2,0,0,1*,-,New Zealand,lhb,Overseas,False
Swapnil Singh,2,22-1-1991,LSG,Lucknow Super Giants,1,2,4,50.0,0,0,0,1,0,0,2*,-,India,rhb,Indian,True
Wayne Parnell,7,30-7-1989,RCB,Royal Challengers Bangalore,1,2,5,40.0,0,0,1,0,0,0,2,2.00,South Africa,lhb,Overseas,False
Sandeep Sharma,12,18-5-1993,RR,Rajasthan Royals,2,2,6,33.33,0,0,0,2,0,0,2*,-,India,rhb,Indian,True
Mustafizur Rahman,2,6-9-1995,DC,Delhi Capitals,1,1,1,100.0,0,0,0,1,0,0,1*,-,Bangladesh,lhb,Overseas,False
Ishant Sharma,8,2-9-1988,DC,Delhi Capitals,1,1,1,100.0,0,0,0,1,0,0,1*,-,India,rhb,Indian,True
Abdul Basith,1,9-10-1998,RR,Rajasthan Royals,1,1,1,100.0,0,0,0,1,0,0,1*,-,India,rhb,Indian,True
Deepak Chahar,10,7-8-1992,CSK,Chennai Super Kings,1,1,2,50.0,0,0,0,1,0,0,1*,-,India,rhb,Indian,True
Mohit Rathee,1,13-1-1999,PBKS,Punjab Kings,1,1,2,50.0,0,0,0,1,0,0,1*,-,India,rhb,Indian,True
Josh Hazlewood,3,8-1-1991,RCB,Royal Challengers Bangalore,1,1,2,50.0,0,0,0,1,0,0,1*,-,Australia,lhb,Overseas,False
Mohammed Siraj,14,13-3-1994,RCB,Royal Challengers Bangalore,2,1,2,50.0,0,0,1,1,0,0,1*,1.00,India,rhb,Indian,True
Yudhvir Singh,3,13-9-1997,LSG,Lucknow Super Giants,2,1,2,50.0,0,0,2,0,0,0,1,0.50,India,rhb,Indian,True
Fazalhaq Farooqi,4,22-9-2000,SRH,Sunrisers Hyderabad,1,1,5,20.0,0,0,0,1,0,0,1*,-,Afghanistan,rhb,Overseas,True
Nathan Ellis,10,22-9-1994,PBKS,Punjab Kings,2,1,7,14.28,0,0,2,0,0,0,1,0.50,Australia,rhb,Overseas,True
Varun Chakaravarthy,14,29-8-1991,KKR,Kolkata Knight Riders,2,1,9,11.11,0,0,1,1,0,0,1,1.00,India,rhb,Indian,True
