Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Washington Sundar,False,,SRH,Sunrisers Hyderabad,9,8,239,47,39.83,28.0,8.53,28.0,14,13,6,21/2,21/2,0,0,0,168
Liam Livingstone,True,,PBKS,Punjab Kings,14,12,202,38,33.66,23.0,8.78,23.0,11,10,6,27/3,27/3,0,0,0,138
Ramandeep Singh,True,,MI,Mumbai Indians,5,3,54,13,9.0,6.0,9.0,6.0,5,2,6,20/3,20/3,0,0,0,36
Jaydev Unadkat,True,,MI,Mumbai Indians,5,5,190,36,31.66,20.0,9.5,20.0,14,11,6,32/2,32/2,0,0,0,120
Dwaine Pretorius,True,,CSK,Chennai Super Kings,6,6,210,37,35.0,21.0,10.0,21.0,11,11,6,30/2,30/2,0,0,0,126
Tymal Mills,True,,MI,Mumbai Indians,5,5,190,30,31.66,17.0,11.17,17.0,22,8,6,35/3,35/3,0,0,0,102
Odean Smith,True,,PBKS,Punjab Kings,6,6,178,36,29.66,15.0,11.86,15.0,12,16,6,30/4,30/4,0,1,0,90
Ravindra Jadeja,False,,CSK,Chennai Super Kings,10,10,248,65,49.6,39.6,7.51,33.0,15,11,5,39/3,39/3,0,0,0,198
Kumar Kartikeya Singh,True,,MI,Mumbai Indians,4,4,102,30,20.4,15.6,7.84,13.0,8,5,5,22/2,22/2,0,0,0,78
Krishnappa Gowtham,True,,LSG,Lucknow Super Giants,4,4,99,33,19.8,14.4,8.25,12.0,7,7,5,30/2,30/2,1,0,0,72
Basil Thampi,True,,MI,Mumbai Indians,5,5,152,41,30.4,19.2,9.5,16.0,12,10,5,35/3,35/3,1,0,0,96
Shivam Mavi,True,,KKR,Kolkata Knight Riders,6,6,227,49,45.4,26.4,10.31,22.0,18,13,5,33/1,33/1,0,0,0,132
Akash Deep,True,,RCB,Royal Challengers Bangalore,5,5,205,40,41.0,22.6,10.88,18.5,15,14,5,45/3,45/3,1,0,0,113
Mitchell Santner,False,,CSK,Chennai Super Kings,6,6,130,43,32.5,28.5,6.84,19.0,11,4,4,15/1,15/1,0,0,0,114
Simarjeet Singh,True,,CSK,Chennai Super Kings,6,6,138,57,34.5,27.0,7.66,18.0,19,4,4,27/2,27/2,0,0,0,108
Lalit Yadav,True,,DC,Delhi Capitals,12,8,150,38,37.5,27.0,8.33,18.0,10,8,4,11/2,11/2,0,0,0,108
Mitchell Marsh,True,,DC,Delhi Capitals,8,4,102,25,25.5,18.0,8.5,12.0,13,1,4,25/2,25/2,0,0,0,72
Kieron Pollard,True,,MI,Mumbai Indians,11,6,125,21,31.25,21.0,8.92,14.0,10,6,4,8/2,8/2,0,0,0,84
Harpreet Brar,False,,PBKS,Punjab Kings,5,5,146,38,36.5,24.0,9.12,16.0,9,10,4,26/3,26/3,0,0,0,96
Shahbaz Ahmed,False,,RCB,Royal Challengers Bangalore,16,14,336,58,84.0,52.5,9.6,35.0,23,19,4,26/2,26/2,0,0,0,210
Marcus Stoinis,True,,LSG,Lucknow Super Giants,11,5,79,13,19.75,10.5,11.28,7.0,6,5,4,23/3,23/3,0,0,0,42
Pradeep Sangwan,True,,GT,Gujarat Titans,3,3,65,22,21.66,18.0,7.22,9.0,9,0,3,19/2,19/2,0,0,0,54
Chetan Sakariya,False,,DC,Delhi Capitals,3,3,84,21,28.0,22.0,7.63,11.0,5,3,3,23/2,23/2,0,0,0,66
Nathan Ellis,True,,PBKS,Punjab Kings,2,2,55,16,18.33,12.0,9.16,6.0,5,3,3,40/3,40/3,0,0,0,36
Vaibhav Arora,True,,PBKS,Punjab Kings,5,5,164,39,54.66,35.66,9.19,17.5,20,6,3,21/2,21/2,0,0,0,107
Romario Shepherd,True,,SRH,Sunrisers Hyderabad,3,3,98,23,32.66,18.0,10.88,9.0,8,7,3,42/2,42/2,0,0,0,54
Navdeep Saini,True,,RR,Rajasthan Royals,2,2,72,10,24.0,12.0,12.0,6.0,8,3,3,36/2,36/2,0,0,0,36
Ayush Badoni,True,,LSG,Lucknow Super Giants,13,2,11,4,5.5,6.0,5.5,2.0,0,0,2,5/1,5/1,0,0,0,12
Prashant Solanki,True,,CSK,Chennai Super Kings,2,2,38,12,19.0,18.0,6.33,6.0,1,2,2,20/2,20/2,0,0,0,36
Matheesha Pathirana,True,,CSK,Chennai Super Kings,2,2,52,20,26.0,20.5,7.6,6.5,7,0,2,24/2,24/2,0,0,0,41
Sandeep Sharma,True,,PBKS,Punjab Kings,5,5,153,60,76.5,60.0,7.65,20.0,18,6,2,18/1,18/1,0,0,0,120
Hrithik Shokeen,True,,MI,Mumbai Indians,5,5,127,43,63.5,45.0,8.46,15.0,7,10,2,47/2,47/2,0,0,0,90
Fazalhaq Farooqi,True,,SRH,Sunrisers Hyderabad,3,3,110,24,55.0,36.0,9.16,12.0,10,4,2,32/2,32/2,0,0,0,72
Andrew Tye,True,,LSG,Lucknow Super Giants,3,3,107,24,53.5,33.0,9.72,11.0,14,4,2,40/2,40/2,0,0,0,66
Varun Aaron,True,,GT,Gujarat Titans,2,2,52,7,26.0,15.0,10.4,5.0,7,1,2,45/2,45/2,0,0,0,30
Chris Jordan,True,,CSK,Chennai Super Kings,4,4,135,23,67.5,38.5,10.51,12.5,11,7,2,23/2,23/2,0,0,0,77
Darshan Nalkande,True,,GT,Gujarat Titans,2,2,59,8,29.5,15.5,11.41,5.1,5,3,2,37/2,37/2,0,0,0,31
David Willey,False,,RCB,Royal Challengers Bangalore,4,4,72,27,72.0,66.0,6.54,11.0,6,2,1,29/1,29/1,0,0,0,66
Anukul Roy,False,,KKR,Kolkata Knight Riders,2,2,55,11,55.0,42.0,7.85,7.0,2,3,1,28/1,28/1,0,0,0,42
Mayank Markande,True,,MI,Mumbai Indians,2,2,57,11,57.0,42.0,8.14,7.0,5,2,1,26/1,26/1,0,0,0,42
Tushar Deshpande,False,,CSK,Chennai Super Kings,2,2,63,18,63.0,42.0,9.0,7.0,11,1,1,40/1,40/1,0,0,0,42
Kartik Tyagi,True,,SRH,Sunrisers Hyderabad,2,2,79,20,79.0,48.0,9.87,8.0,7,4,1,42/1,42/1,0,0,0,48
Harshit Rana,True,,KKR,Kolkata Knight Riders,2,2,51,12,51.0,30.0,10.2,5.0,5,3,1,24/1,24/1,0,0,0,30
Aiden Markram,True,,SRH,Sunrisers Hyderabad,14,4,64,8,64.0,36.0,10.66,6.0,2,6,1,8/1,8/1,0,0,0,36
Deepak Hooda,True,,LSG,Lucknow Super Giants,15,2,43,5,43.0,24.0,10.75,4.0,3,3,1,31/1,31/1,0,0,0,24
Shreyas Gopal,True,,SRH,Sunrisers Hyderabad,1,1,34,7,34.0,18.0,11.33,3.0,1,4,1,34/1,34/1,0,0,0,18
Fabian Allen,True,,MI,Mumbai Indians,1,1,46,6,46.0,24.0,11.5,4.0,4,3,1,46/1,46/1,0,0,0,24
Sean Abbott,True,,SRH,Sunrisers Hyderabad,1,1,47,7,47.0,24.0,11.75,4.0,5,2,1,47/1,47/1,0,0,0,24
Riyan Parag,True,,RR,Rajasthan Royals,17,4,59,3,59.0,24.0,14.75,4.0,3,5,1,12/1,12/1,0,0,0,24
Dewald Brevis,True,,MI,Mumbai Indians,7,1,8,1,8.0,3.0,16.0,0.3,2,0,1,8/1,8/1,0,0,0,3
