Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Albie Morkel,False,,CSK,Chennai Super Kings,16,15,385,118,29.61,22.84,7.77,49,5,6,13,4/32,4/32,0,0,0,294
Amit Mishra,False,,DEC,Deccan Chargers,14,14,377,89,29.0,21.69,8.02,47,1,0,13,5/17,5/17,0,0,0,282
Rajat Bhatia,False,,KKR,Kolkata Knight Riders,17,16,389,83,29.92,24.53,7.31,53,4,0,13,4/15,4/15,0,0,0,318
Siddharth Trivedi,False,,RR,Rajasthan Royals,14,14,380,90,29.23,24.0,7.3,52,0,0,13,4/25,4/25,1,1,0,312
Ravindra Jadeja,False,,CSK,Chennai Super Kings,19,14,273,65,22.75,17.5,7.8,35,13,9,12,5/16,5/16,0,0,1,210
Shakib Al Hasan,False,,KKR,Kolkata Knight Riders,8,8,195,68,16.25,15.0,6.5,30,6,3,12,3/17,3/17,0,0,0,180
Ashish Nehra,False,,PWI,Pune Warriors India,13,13,402,99,36.54,26.18,8.37,48,1,0,11,4/10,4/10,0,0,0,288
Lakshmipathy Balaji,False,,KKR,Kolkata Knight Riders,8,8,162,84,14.72,16.27,5.43,30,0,0,11,5/24,5/24,1,1,0,180
Amit Singh,False,,RR,Rajasthan Royals,9,9,310,58,31.0,19.7,9.44,33,0,0,10,4/19,4/19,0,0,0,198
Ashish Reddy,False,,DEC,Deccan Chargers,9,8,205,52,20.5,14.5,8.48,24,3,1,10,3/25,3/25,0,0,0,144
Brad Hogg,False,,RR,Rajasthan Royals,9,9,253,73,25.3,21.6,7.02,36,1,0,10,4/29,4/29,0,0,0,216
Kevon Cooper,False,,RR,Rajasthan Royals,6,6,174,52,17.4,14.4,7.25,24,3,3,10,4/26,4/26,1,1,0,144
RP Singh,False,,MI,Mumbai Indians,11,11,318,103,31.8,24.6,7.75,41,0,0,10,4/22,4/22,0,0,0,246
Veer Pratap Singh,False,,DEC,Deccan Chargers,9,9,296,71,29.6,20.4,8.7,34,0,0,10,2/31,2/31,0,0,0,204
Ashok Dinda,False,,PWI,Pune Warriors India,7,7,169,61,18.77,16.0,7.04,24,0,0,9,4/18,4/18,1,1,0,144
Harshal Patel,False,,RCB,Royal Challengers Bangalore,12,11,340,78,37.77,27.33,8.29,41,1,0,9,5/27,5/27,0,0,0,246
Johan Botha,False,,RR,Rajasthan Royals,11,11,297,87,33.0,27.33,7.24,41,4,1,9,3/6,3/6,0,0,0,246
Pragyan Ojha,False,,MI,Mumbai Indians,9,9,220,66,24.44,20.0,7.33,30,0,0,9,3/11,3/11,0,0,0,180
Praveen Kumar,False,,PBKS,Punjab Kings,16,16,434,168,48.22,42.0,6.88,63,2,1,9,3/18,3/18,2,0,0,378
Rahul Sharma,False,,PWI,Pune Warriors India,11,11,300,72,33.33,24.66,8.1,37,0,0,9,3/13,3/13,0,0,0,222
Shadab Jakati,False,,CSK,Chennai Super Kings,15,15,335,76,37.22,27.33,8.17,41,0,0,9,4/22,4/22,0,0,0,246
Bhuvneshwar Kumar,False,,PWI,Pune Warriors India,11,11,281,86,35.12,29.25,7.2,39,4,0,8,5/19,5/19,0,0,0,234
Dan Christian,False,,DEC,Deccan Chargers,7,7,233,51,29.12,20.25,8.62,27,8,6,8,2/10,2/10,0,0,0,162
Doug Bollinger,False,,CSK,Chennai Super Kings,6,6,157,46,19.62,13.5,8.72,18,0,0,8,4/13,4/13,0,0,0,108
Irfan Pathan,False,,DC,Delhi Capitals,17,17,465,145,58.12,45.0,7.75,60,14,6,8,3/24,3/24,2,0,0,360
Marlon Samuels,False,,PWI,Pune Warriors India,8,8,216,66,27.0,21.5,7.53,28,7,5,8,3/39,3/39,0,0,0,168
Ryan Harris,False,,PBKS,Punjab Kings,5,5,130,48,16.25,13.5,7.22,18,1,1,8,4/34,4/34,0,1,0,108
Shahbaz Nadeem,False,,DC,Delhi Capitals,12,12,318,88,39.75,33.75,7.06,45,0,0,8,3/16,3/16,0,0,0,270
Varun Aaron,False,,DC,Delhi Capitals,8,8,271,73,33.87,23.25,8.74,31,0,0,8,3/16,3/16,0,0,0,186
Angelo Mathews,False,,PWI,Pune Warriors India,9,9,192,50,27.42,22.28,7.38,26,5,4,7,4/19,4/19,0,0,0,156
Ankeet Chavan,False,,RR,Rajasthan Royals,8,8,236,55,33.71,23.42,8.63,27,2,0,7,2/23,2/23,0,0,0,162
Brett Lee,False,,KKR,Kolkata Knight Riders,10,10,299,99,42.71,32.57,7.86,38,2,4,7,3/15,3/15,1,0,0,228
Dimitri Mascarenhas,False,,PBKS,Punjab Kings,4,4,105,35,15.0,13.71,6.56,16,1,0,7,5/25,5/25,0,0,1,96
Pankaj Singh,False,,RR,Rajasthan Royals,6,6,170,57,24.28,18.0,8.09,21,0,0,7,2/18,2/18,0,0,0,126
Pawan Negi,False,,DC,Delhi Capitals,8,6,152,49,21.71,18.85,6.9,22,4,1,7,4/18,4/18,0,1,0,132
Dhawal Kulkarni,False,,MI,Mumbai Indians,2,2,64,23,10.66,8.0,8.0,8,2,0,6,4/14,4/14,1,0,0,48
Harbhajan Singh,False,,MI,Mumbai Indians,17,16,384,117,64.0,54.0,7.11,54,14,3,6,5/18,5/18,1,0,0,324
Harmeet Singh Bansal,False,,PBKS,Punjab Kings,7,6,168,33,28.0,19.33,8.68,19,3,0,6,3/24,3/24,0,0,0,114
James Franklin,False,,MI,Mumbai Indians,12,9,121,25,20.16,15.0,8.06,15,15,6,6,2/18,2/18,0,0,0,90
KP Appanna,False,,RCB,Royal Challengers Bangalore,7,6,148,35,24.66,17.0,8.7,17,0,0,6,4/19,4/19,0,1,0,102
Shane Watson,False,,RR,Rajasthan Royals,7,7,161,62,26.83,23.0,7.0,23,26,14,6,4/29,4/29,1,0,0,138
Shaun Tait,False,,RR,Rajasthan Royals,6,6,151,65,25.16,22.83,6.61,23,0,0,6,3/13,3/13,0,0,0,138
Ajit Chandila,False,,RR,Rajasthan Royals,4,4,86,39,17.2,16.8,6.14,14,0,0,5,4/13,4/13,0,1,0,84
Andrew McDonald,False,,RCB,Royal Challengers Bangalore,4,3,61,18,12.2,12.0,6.1,10,6,2,5,2/25,2/25,0,0,0,60
Daniel Vettori,False,,RCB,Royal Challengers Bangalore,9,9,236,66,47.2,42.0,6.74,35,3,1,5,3/15,3/15,0,0,0,210
Wayne Parnell,False,,PWI,Pune Warriors India,6,6,128,51,25.6,25.2,6.09,21,2,0,5,3/27,3/27,1,0,0,126
Ankit Sharma,False,,DEC,Deccan Chargers,9,9,165,62,41.25,36.25,6.82,24,0,2,4,2/20,2/20,0,0,0,144
Iqbal Abdulla,False,,KKR,Kolkata Knight Riders,9,8,144,46,36.0,33.0,6.54,22,0,0,4,3/24,3/24,0,0,0,132
Murali Kartik,False,,PWI,Pune Warriors India,11,11,266,76,66.5,54.0,7.38,36,1,1,4,3/17,3/17,0,0,0,216
Nuwan Kulasekara,False,,CSK,Chennai Super Kings,5,4,94,38,23.5,21.0,6.71,14,1,0,4,2/10,2/10,0,0,0,84
Ajit Agarkar,False,,DC,Delhi Capitals,4,4,134,20,44.66,28.66,9.34,14,0,0,3,3/25,3/25,0,0,0,84
Alfonso Thomas,False,,PWI,Pune Warriors India,4,4,109,30,36.33,28.0,7.78,14,1,1,3,3/22,3/22,0,0,0,84
Anand Rajan,False,,DEC,Deccan Chargers,4,4,109,18,36.33,23.66,9.21,12,0,0,3,3/27,3/27,0,0,0,72
David Hussey,False,,PBKS,Punjab Kings,16,6,63,14,21.0,18.0,7.0,9,28,17,3,2/2,2/2,0,0,0,54
Doug Bracewell,False,,DC,Delhi Capitals,1,1,32,10,10.66,8.0,8.0,4,1,0,3,3/32,3/32,0,0,0,24
James Faulkner,False,,PBKS,Punjab Kings,2,2,72,14,24.0,16.0,9.0,8,0,0,3,5/16,5/16,0,0,0,48
Manpreet Gony,False,,DEC,Deccan Chargers,6,6,207,58,69.0,48.0,8.62,24,0,0,3,3/31,3/31,0,0,0,144
Marchant de Lange,False,,KKR,Kolkata Knight Riders,3,3,107,17,35.66,20.0,10.7,10,0,0,3,3/34,3/34,0,0,0,60
Robin Peterson,False,,MI,Mumbai Indians,5,4,70,21,23.33,16.0,8.75,8,3,1,3,3/37,3/37,0,0,0,48
Shikhar Dhawan,False,,DEC,Deccan Chargers,15,4,55,12,18.33,12.0,9.16,6,58,18,3,1/7,1/7,0,0,0,36
Stuart Binny,False,,RR,Rajasthan Royals,8,6,78,15,26.0,20.0,7.8,10,9,3,3,2/14,2/14,0,0,0,60
Yo Mahesh,False,,CSK,Chennai Super Kings,5,4,81,18,27.0,18.66,8.67,9,0,0,3,4/36,4/36,0,0,0,54
Yusuf Pathan,False,,KKR,Kolkata Knight Riders,17,12,182,46,60.66,44.0,8.27,22,10,7,3,3/20,3/20,0,0,0,132
Bhargav Bhatt,False,,PBKS,Punjab Kings,5,5,136,26,68.0,49.5,8.24,16,0,1,2,4/22,4/22,0,0,0,96
Dwayne Smith,False,,MI,Mumbai Indians,7,6,95,28,47.5,39.0,7.3,13,18,7,2,4/8,4/8,0,0,0,78
Juan Theron,False,,DEC,Deccan Chargers,2,2,66,18,33.0,24.0,8.25,8,1,0,2,2/17,2/17,0,0,0,48
Michael Clarke,False,,PWI,Pune Warriors India,6,5,67,22,33.5,33.0,6.09,11,12,0,2,1/12,1/12,0,0,0,66
Roelof van der Merwe,False,,DC,Delhi Capitals,3,3,60,26,30.0,30.0,6.0,10,0,0,2,3/20,3/20,0,0,0,60
Sourav Ganguly,False,,PWI,Pune Warriors India,15,4,95,10,47.5,30.0,9.5,10,30,4,2,2/21,2/21,0,0,0,60
Suresh Raina,False,,CSK,Chennai Super Kings,19,7,105,21,52.5,42.0,7.5,14,36,19,2,2/0,2/0,0,0,0,84
Abhishek Jhunjhunwala,False,,DEC,Deccan Chargers,5,3,38,14,38.0,36.0,6.33,6,1,1,1,1/13,1/13,0,0,0,36
Akshath Reddy,False,,DEC,Deccan Chargers,5,1,32,3,32.0,18.0,10.66,3,6,2,1,1/32,1/32,0,0,0,18
Andre Russell,False,,DC,Delhi Capitals,4,4,161,28,161.0,96.0,10.06,16,3,3,1,5/15,5/15,0,0,0,96
Ashok Menaria,False,,RR,Rajasthan Royals,15,3,23,10,23.0,20.0,6.9,3,14,8,1,2/20,2/20,0,0,0,18
Brad Hodge,False,,RR,Rajasthan Royals,12,2,21,2,21.0,12.0,10.5,2,18,9,1,4/13,4/13,0,0,0,12
Clint McKay,False,,MI,Mumbai Indians,2,2,60,14,60.0,42.0,8.57,7,0,0,1,1/36,1/36,0,0,0,42
Glenn Maxwell,False,,DC,Delhi Capitals,2,2,22,6,22.0,18.0,7.33,3,0,0,1,2/15,2/15,0,0,0,18
Jesse Ryder,False,,PWI,Pune Warriors India,11,4,70,10,70.0,42.0,10.0,7,23,8,1,2/14,2/14,0,0,0,42
JP Duminy,False,,DEC,Deccan Chargers,9,6,104,22,104.0,72.0,8.66,12,13,11,1,4/17,4/17,0,0,0,72
Laxmi Ratan Shukla,False,,KKR,Kolkata Knight Riders,11,2,12,5,12.0,12.0,6.0,2,4,5,1,3/25,3/25,0,0,0,12
Mandeep Singh,False,,PBKS,Punjab Kings,16,1,23,7,23.0,18.0,7.66,3,53,7,1,1/23,1/23,0,0,0,18
Pradeep Sangwan,False,,KKR,Kolkata Knight Riders,1,1,42,5,42.0,24.0,10.5,4,0,0,1,3/18,3/18,0,0,0,24
Ryan ten Doeschate,False,,KKR,Kolkata Knight Riders,3,1,24,2,24.0,18.0,8.0,3,0,0,1,1/24,1/24,0,0,0,18
TP Sudhindra,False,,DEC,Deccan Chargers,3,3,136,18,136.0,70.0,11.65,11,0,0,1,1/46,1/46,0,0,0,66
