Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Harshal Patel,False,,DC,Delhi Capitals,5,5,134,23,44.66,30.0,8.93,15,2,0,3,5/27,5/27,0,0,0,90
Tom Curran,False,,RR,Rajasthan Royals,5,5,208,25,69.33,36.33,11.44,18,5,3,3,3/29,3/29,0,0,0,108
Tushar Deshpande,False,,DC,Delhi Capitals,5,5,192,29,64.0,34.0,11.29,17,2,1,3,2/37,2/37,0,0,0,102
Amit Mishra,False,,DC,Delhi Capitals,3,3,72,17,24.0,20.0,7.2,10,0,0,3,5/17,5/17,0,0,0,60
Ankit Rajpoot,False,,RR,Rajasthan Royals,6,6,199,34,99.5,51.0,11.7,17,0,1,2,5/14,5/14,0,0,0,102
Siddarth Kaul,False,,SRH,Sunrisers Hyderabad,1,1,64,6,32.0,12.0,16.0,4,0,0,2,4/29,4/29,0,0,0,24
Ben Stokes,False,,RR,Rajasthan Royals,8,6,154,24,77.0,45.0,10.26,15,36,7,2,3/15,3/15,0,0,0,90
Adam Zampa,False,,RCB,Royal Challengers Bangalore,3,3,92,20,46.0,33.0,8.36,11,0,0,2,6/19,6/19,0,0,0,66
Abhishek Sharma,False,,SRH,Sunrisers Hyderabad,8,6,91,11,45.5,30.0,9.1,10,6,3,2,2/4,2/4,0,0,0,60
Shahbaz Ahmed,False,,RCB,Royal Challengers Bangalore,2,2,44,9,22.0,18.0,7.33,6,0,0,2,3/7,3/7,0,0,0,36
Jimmy Neesham,False,,PBKS,Punjab Kings,5,5,148,26,74.0,45.0,9.86,15,0,1,2,3/12,3/12,0,0,0,90
Mitchell Santner,False,,CSK,Chennai Super Kings,2,2,53,12,26.5,21.0,7.57,7,0,0,2,2/13,2/13,0,0,0,42
Dale Steyn,False,,RCB,Royal Challengers Bangalore,3,3,133,24,133.0,70.0,11.4,11,0,0,1,3/11,3/11,0,0,0,66
Basil Thampi,False,,SRH,Sunrisers Hyderabad,1,1,46,5,46.0,24.0,11.5,4,0,0,1,3/29,3/29,0,0,0,24
Imran Tahir,False,,CSK,Chennai Super Kings,3,3,76,19,76.0,66.0,6.9,11,2,0,1,4/12,4/12,0,0,0,66
Jayant Yadav,False,,MI,Mumbai Indians,2,2,43,13,43.0,42.0,6.14,7,0,0,1,1/23,1/23,0,0,0,42
Andrew Tye,False,,RR,Rajasthan Royals,1,1,50,5,50.0,24.0,12.5,4,0,1,1,5/17,5/17,0,0,0,24
Josh Hazlewood,False,,CSK,Chennai Super Kings,3,3,64,31,64.0,60.0,6.4,10,0,0,1,3/24,3/24,0,0,0,60
Mohit Sharma,False,,DC,Delhi Capitals,1,1,45,7,45.0,24.0,11.25,4,0,0,1,4/14,4/14,0,0,0,24
Krishnappa Gowtham,False,,PBKS,Punjab Kings,2,2,84,11,84.0,48.0,10.5,8,3,2,1,2/12,2/12,0,0,0,48
Moeen Ali,False,,RCB,Royal Challengers Bangalore,3,3,42,8,42.0,30.0,8.4,5,1,0,1,3/7,3/7,0,0,0,30
Kuldeep Yadav,False,,KKR,Kolkata Knight Riders,5,4,92,19,92.0,72.0,7.66,12,1,0,1,4/20,4/20,0,0,0,72
Abdul Samad,False,,SRH,Sunrisers Hyderabad,12,3,96,9,96.0,42.0,13.71,7,8,6,1,1/41,1/41,0,0,0,42
