Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Abu Nechim,False,,RCB,Royal Challengers Bangalore,4,4,113,25,37.66,28.66,7.88,14,1,0,3,2/27,2/27,0,0,0,84
Praveen Kumar,False,,MI,Mumbai Indians,3,3,78,33,26.0,24.0,6.5,12,0,0,3,3/18,3/18,0,0,0,72
Muttiah Muralitharan,False,,RCB,Royal Challengers Bangalore,5,5,124,36,41.33,32.0,7.75,16,0,0,3,3/11,3/11,0,0,0,96
JP Duminy,False,,DC,Delhi Capitals,14,11,240,60,80.0,66.0,7.27,33,22,20,3,4/17,4/17,0,0,0,198
Krishmar Santokie,False,,MI,Mumbai Indians,2,2,90,15,30.0,16.0,11.25,8,0,0,3,2/50,2/50,0,0,0,48
Siddarth Kaul,False,,DC,Delhi Capitals,5,5,126,24,63.0,39.0,9.69,13,0,0,2,4/29,4/29,0,0,0,78
Nathan Coulter-Nile,False,,DC,Delhi Capitals,2,1,27,12,13.5,12.0,6.75,4,0,0,2,4/14,4/14,0,0,0,24
David Hussey,False,,CSK,Chennai Super Kings,5,1,38,5,19.0,8.5,13.41,3,8,6,2,2/2,2/2,0,0,0,18
Samuel Badree,False,,CSK,Chennai Super Kings,4,4,97,40,48.5,42.0,6.92,14,0,0,2,4/9,4/9,0,0,0,84
Kieron Pollard,False,,MI,Mumbai Indians,15,12,262,33,131.0,75.0,10.48,25,15,15,2,4/44,4/44,0,0,0,150
Marchant de Lange,False,,MI,Mumbai Indians,1,1,32,7,16.0,12.0,8.0,4,0,0,2,3/34,3/34,0,0,0,24
Rahul Tewatia,False,,RR,Rajasthan Royals,3,3,59,21,29.5,27.0,6.55,9,0,1,2,3/18,3/18,0,0,0,54
Rahul Shukla,False,,DC,Delhi Capitals,3,3,98,18,49.0,27.0,10.88,9,2,0,2,2/28,2/28,0,0,0,54
Ben Cutting,False,,RR,Rajasthan Royals,1,1,31,9,31.0,24.0,7.75,4,0,1,1,2/20,2/20,0,0,0,24
Vikramjeet Malik,False,,RR,Rajasthan Royals,1,1,29,7,29.0,18.0,9.66,3,0,0,1,2/14,2/14,0,0,0,18
Laxmi Ratan Shukla,False,,DC,Delhi Capitals,6,5,83,22,83.0,56.0,8.89,9,2,1,1,3/25,3/25,0,0,0,54
Suresh Raina,False,,CSK,Chennai Super Kings,16,8,134,34,134.0,108.0,7.44,18,51,19,1,2/0,2/0,0,0,0,108
Andre Russell,False,,KKR,Kolkata Knight Riders,2,2,52,6,52.0,30.0,10.4,5,0,0,1,5/15,5/15,0,0,0,30
Murali Kartik,False,,PBKS,Punjab Kings,2,2,91,10,91.0,48.0,11.37,8,0,0,1,3/17,3/17,0,0,0,48
Lendl Simmons,False,,MI,Mumbai Indians,8,1,34,2,34.0,18.0,11.33,3,43,14,1,1/34,1/34,0,0,0,18
Parveez Rasool,False,,SRH,Sunrisers Hyderabad,3,3,83,14,83.0,54.0,9.22,9,0,0,1,1/20,1/20,0,0,0,54
Glenn Maxwell,False,,PBKS,Punjab Kings,16,7,132,14,132.0,66.0,12.0,11,48,36,1,2/15,2/15,0,0,0,66
John Hastings,False,,CSK,Chennai Super Kings,1,1,29,9,29.0,18.0,9.66,3,0,0,1,2/6,2/6,0,0,0,18
Ryan ten Doeschate,False,,KKR,Kolkata Knight Riders,10,4,35,13,35.0,30.0,7.0,5,3,4,1,1/24,1/24,0,0,0,30
Rohit Sharma,False,,MI,Mumbai Indians,15,2,26,4,26.0,18.0,8.66,3,31,16,1,4/6,4/6,0,0,0,18
Pat Cummins,False,,KKR,Kolkata Knight Riders,1,1,29,12,29.0,24.0,7.25,4,0,0,1,4/34,4/34,1,0,0,24
Pawan Suyal,False,,MI,Mumbai Indians,1,1,35,8,35.0,18.0,11.66,3,0,0,1,1/21,1/21,0,0,0,18
Jimmy Neesham,False,,DC,Delhi Capitals,4,4,91,14,91.0,54.0,10.11,9,3,1,1,3/12,3/12,0,0,0,54
Ravi Rampaul,False,,RCB,Royal Challengers Bangalore,2,2,37,18,37.0,36.0,6.16,6,0,1,1,3/31,3/31,0,0,0,36
Jason Holder,False,,SRH,Sunrisers Hyderabad,1,1,35,6,35.0,18.0,11.66,3,2,1,1,4/52,4/52,0,0,0,18
Rahul Sharma,False,,DC,Delhi Capitals,2,2,65,9,65.0,36.0,10.83,6,0,0,1,3/13,3/13,0,0,0,36
