Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Dominic Thornely,False,,MI,Mumbai Indians,6,4,40,19,13.33,14.0,5.71,7,2,2,3,2/7,2/7,0,0,0,42
David Hussey,False,,KKR,Kolkata Knight Riders,13,5,130,24,65.0,39.0,10.0,13,19,17,2,2/2,2/2,0,0,0,78
Daniel Vettori,False,,DC,Delhi Capitals,2,2,54,16,27.0,24.0,6.75,8,0,0,2,3/15,3/15,0,0,0,48
Venugopal Rao,False,,DEC,Deccan Chargers,11,7,137,22,68.5,42.0,9.78,14,22,15,2,2/23,2/23,0,0,0,84
Dimitri Mascarenhas,False,,RR,Rajasthan Royals,1,1,29,8,14.5,12.0,7.25,4,0,1,2,5/25,5/25,0,0,0,24
Virat Kohli,False,,RCB,Royal Challengers Bangalore,13,4,61,7,30.5,23.0,7.95,7,18,4,2,2/25,2/25,0,0,0,42
Doddapaneni Kalyankrishna,False,,DEC,Deccan Chargers,3,3,87,10,43.5,24.0,10.87,8,0,0,2,1/30,1/30,0,0,0,48
Siddharth Chitnis,False,,MI,Mumbai Indians,3,2,60,10,30.0,18.0,10.0,6,1,1,2,2/40,2/40,0,0,0,36
Shoaib Malik,False,,DC,Delhi Capitals,7,5,85,15,42.5,25.5,10.0,8,5,0,2,1/6,1/6,0,0,0,48
Balachandra Akhil,False,,RCB,Royal Challengers Bangalore,7,6,134,34,67.0,52.0,7.73,17,4,3,2,2/17,2/17,0,0,0,102
Musavir Khote,False,,MI,Mumbai Indians,4,2,51,5,25.5,15.0,10.2,5,2,1,2,2/29,2/29,0,0,0,30
Nuwan Zoysa,False,,DEC,Deccan Chargers,3,3,99,24,49.5,33.0,9.0,11,1,0,2,1/30,1/30,0,0,0,66
Ashley Noffke,False,,RCB,Royal Challengers Bangalore,1,1,40,6,40.0,24.0,10.0,4,1,0,1,1/40,1/40,0,0,0,24
Wilkin Mota,False,,PBKS,Punjab Kings,4,2,36,3,36.0,18.0,12.0,3,2,0,1,1/24,1/24,0,0,0,18
Brett Geeves,False,,DC,Delhi Capitals,2,2,91,15,91.0,48.0,11.37,8,0,0,1,1/50,1/50,0,0,0,48
Andre Nel,False,,MI,Mumbai Indians,1,1,31,7,31.0,18.0,10.33,3,0,0,1,1/31,1/31,0,0,0,18
Rohit Sharma,False,,DEC,Deccan Chargers,13,1,25,6,25.0,24.0,6.25,4,38,19,1,4/6,4/6,0,0,0,24
Ajantha Mendis,False,,KKR,Kolkata Knight Riders,1,1,24,9,24.0,24.0,6.0,4,0,0,1,2/19,2/19,0,0,0,24
Vidyut Sivaramakrishnan,False,,CSK,Chennai Super Kings,9,1,22,5,22.0,12.0,11.0,2,21,3,1,1/22,1/22,0,0,0,12
Suresh Raina,False,,CSK,Chennai Super Kings,16,2,30,4,30.0,20.0,9.0,3,35,18,1,2/0,2/0,0,0,0,18
Sunil Joshi,False,,RCB,Royal Challengers Bangalore,4,4,82,18,82.0,55.0,8.94,9,0,0,1,1/27,1/27,0,0,0,54
Dinesh Salunkhe,False,,RR,Rajasthan Royals,6,5,78,13,78.0,47.0,9.95,8,5,0,1,1/21,1/21,0,0,0,48
Dwaraka Ravi Teja,False,,DEC,Deccan Chargers,7,1,19,3,19.0,12.0,9.5,2,10,5,1,1/19,1/19,0,0,0,12
Mohammad Hafeez,False,,KKR,Kolkata Knight Riders,8,2,24,15,24.0,30.0,4.8,5,2,1,1,1/8,1/8,0,0,0,30
Abhishek Nayar,False,,MI,Mumbai Indians,14,5,68,14,68.0,42.0,9.71,7,16,9,1,3/13,3/13,0,0,0,42
PM Sarvesh Kumar,False,,DEC,Deccan Chargers,2,2,42,11,42.0,30.0,8.4,5,0,0,1,1/18,1/18,0,0,0,30
