Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Ravichandran Ashwin,False,,DC,Delhi Capitals,13,13,331,95,47.28,38.28,7.41,44,2,1,7,4/34,4/34,0,0,0,264
Shahbaz Ahmed,False,,RCB,Royal Challengers Bangalore,11,6,92,21,13.14,12.0,6.57,14,4,2,7,3/7,3/7,0,0,0,84
Amit Mishra,False,,DC,Delhi Capitals,4,4,109,25,18.16,14.0,7.78,14,0,0,6,5/17,5/17,0,1,0,84
Bhuvneshwar Kumar,False,,SRH,Sunrisers Hyderabad,11,11,335,103,55.83,42.0,7.97,42,3,0,6,5/19,5/19,1,0,0,252
Moeen Ali,False,,CSK,Chennai Super Kings,15,10,161,50,26.83,25.33,6.35,25,31,19,6,3/7,3/7,0,0,0,150
Lungi Ngidi ,False,,CSK,Chennai Super Kings,3,3,125,25,25.0,14.4,10.41,12,0,0,5,4/10,4/10,0,0,0,72
Chris Woakes,False,,DC,Delhi Capitals,3,3,82,33,16.4,13.2,7.45,11,2,0,5,3/36,3/36,0,0,0,66
Krunal Pandya,False,,MI,Mumbai Indians,13,12,265,68,53.0,39.8,7.98,33,10,6,5,3/14,3/14,0,0,0,198
Jimmy Neesham,False,,MI,Mumbai Indians,3,3,66,21,13.2,10.8,7.33,9,0,0,5,3/12,3/12,0,0,0,54
Harpreet Brar,False,,PBKS,Punjab Kings,7,7,139,56,27.8,27.6,6.04,23,3,2,5,3/19,3/19,1,0,0,138
Kieron Pollard,False,,MI,Mumbai Indians,14,9,95,26,19.0,15.8,7.21,13,16,16,5,4/44,4/44,0,0,0,78
Khaleel Ahmed,False,,SRH,Sunrisers Hyderabad,7,7,219,56,43.8,32.4,8.11,27,0,0,5,3/21,3/21,0,0,0,162
Abhishek Sharma,False,,SRH,Sunrisers Hyderabad,8,6,64,25,16.0,15.0,6.4,10,7,4,4,2/4,2/4,0,0,0,60
Lalit Yadav,False,,DC,Delhi Capitals,7,5,101,21,25.25,21.0,7.21,14,7,0,4,2/13,2/13,0,0,0,84
Jaydev Unadkat,False,,RR,Mumbai Indians,6,6,168,52,42.0,33.0,7.63,22,3,2,4,5/25,5/25,0,0,0,132
Tom Curran,False,,DC,Delhi Capitals,3,3,104,19,26.0,17.0,9.17,11,2,0,4,3/29,3/29,0,0,0,66
Chris Jordan,False,,PBKS,Punjab Kings,4,4,96,27,24.0,18.0,8.0,12,1,3,4,4/11,4/11,0,0,0,72
Kartik Tyagi,False,,RR,Rajasthan Royals,4,4,124,37,31.0,21.0,8.85,14,0,0,4,2/29,2/29,0,0,0,84
Moises Henriques,False,,PBKS,Punjab Kings,5,5,45,31,11.25,15.0,4.5,10,0,1,4,3/12,3/12,0,0,0,60
Dan Christian,False,,RCB,Royal Challengers Bangalore,9,9,155,29,38.75,25.0,9.3,16,1,0,4,2/10,2/10,0,0,0,96
Riley Meredith,False,,PBKS,Punjab Kings,5,5,169,38,42.25,25.5,9.94,17,0,0,4,1/29,1/29,0,0,0,102
Shakib Al Hasan,False,,KKR,Kolkata Knight Riders,8,8,187,50,46.75,39.0,7.19,26,3,1,4,3/17,3/17,0,0,0,156
Washington Sundar,False,,RCB,Royal Challengers Bangalore,6,6,118,32,39.33,32.0,7.37,16,2,0,3,3/16,3/16,0,0,0,96
Venkatesh Iyer,False,,KKR,Kolkata Knight Riders,10,4,69,14,23.0,17.0,8.11,8,37,14,3,2/29,2/29,0,0,0,48
Sandeep Sharma,False,,SRH,Sunrisers Hyderabad,7,7,203,52,67.66,47.0,8.63,23,1,0,3,4/20,4/20,0,0,0,138
Adam Milne,False,,MI,Mumbai Indians,4,4,131,31,43.66,28.0,9.35,14,0,1,3,2/21,2/21,0,0,0,84
Tim Southee,False,,KKR,Kolkata Knight Riders,3,3,95,23,31.66,24.0,7.91,12,0,0,3,3/24,3/24,0,0,0,72
Vijay Shankar,False,,SRH,Sunrisers Hyderabad,7,5,100,22,33.33,22.0,9.09,11,1,3,3,2/19,2/19,0,0,0,66
Jhye Richardson,False,,PBKS,Punjab Kings,3,3,117,24,39.0,22.0,10.63,11,2,0,3,2/41,2/41,0,0,0,66
Glenn Maxwell,False,,RCB,Royal Challengers Bangalore,15,6,135,25,45.0,32.0,8.43,16,48,21,3,2/15,2/15,0,0,0,96
George Garton,False,,RCB,Royal Challengers Bangalore,5,5,135,32,45.0,30.0,9.0,15,0,0,3,1/27,1/27,0,0,0,90
T Natarajan,False,,SRH,Sunrisers Hyderabad,2,2,69,14,34.5,24.0,8.62,8,0,0,2,2/24,2/24,0,0,0,48
Jayant Yadav,False,,MI,Mumbai Indians,5,5,130,44,65.0,51.0,7.64,17,2,1,2,1/23,1/23,0,0,0,102
Imran Tahir,False,,CSK,Chennai Super Kings,1,1,16,14,8.0,12.0,4.0,4,0,0,2,4/12,4/12,0,0,0,24
Umran Malik,False,,SRH,Sunrisers Hyderabad,3,3,96,31,48.0,36.0,8.0,12,0,0,2,1/21,1/21,0,0,0,72
Marco Jansen,False,,MI,Mumbai Indians,2,2,45,14,22.5,18.0,7.5,6,0,0,2,2/28,2/28,0,0,0,36
Marcus Stoinis,False,,DC,Delhi Capitals,10,8,117,17,58.5,33.5,10.47,11,11,1,2,4/15,4/15,0,0,0,66
Mohammad Nabi,False,,SRH,Sunrisers Hyderabad,3,3,86,13,43.0,24.0,10.75,8,3,2,2,4/11,4/11,0,0,0,48
Mujeeb Ur Rahman,False,,SRH,Sunrisers Hyderabad,1,1,29,10,14.5,12.0,7.25,4,0,0,2,3/27,3/27,0,0,0,24
Deepak Hooda,False,,PBKS,Punjab Kings,12,7,136,31,68.0,48.0,8.5,16,9,9,2,2/16,2/16,0,0,0,96
Fabian Allen,False,,PBKS,Punjab Kings,4,3,90,20,90.0,66.0,8.18,11,0,0,1,1/22,1/22,1,0,0,66
Glenn Phillips,False,,RR,Rajasthan Royals,3,2,20,4,20.0,12.0,10.0,2,1,2,1,1/17,1/17,0,0,0,12
Piyush Chawla,False,,MI,Mumbai Indians,1,1,38,3,38.0,24.0,9.5,4,0,0,1,4/17,4/17,0,0,0,24
Ishan Porel,False,,PBKS,Punjab Kings,1,1,39,10,39.0,24.0,9.75,4,0,0,1,1/39,1/39,0,0,0,24
Daniel Sams,False,,RCB,Royal Challengers Bangalore,2,2,39,15,39.0,36.0,6.5,6,0,0,1,1/24,1/24,0,0,0,36
Ishant Sharma,False,,DC,Delhi Capitals,3,3,97,26,97.0,72.0,8.08,12,0,0,1,5/12,5/12,2,0,0,72
Kane Richardson,False,,RCB,Royal Challengers Bangalore,1,1,29,5,29.0,18.0,9.66,3,0,0,1,3/13,3/13,0,0,0,18
KM Asif,False,,CSK,Chennai Super Kings,1,1,18,2,18.0,13.0,8.3,2,0,0,1,2/43,2/43,0,0,0,12
Shahbaz Nadeem,False,,SRH,Sunrisers Hyderabad,1,1,36,9,36.0,24.0,9.0,4,0,0,1,3/16,3/16,0,0,0,24
Lukman Meriwala,False,,DC,Delhi Capitals,1,1,32,6,32.0,18.0,10.66,3,0,0,1,1/32,1/32,0,0,0,18
Mahipal Lomror,False,,RR,Rajasthan Royals,4,4,47,13,47.0,42.0,6.71,7,3,6,1,1/22,1/22,0,0,0,42
Riyan Parag,False,,RR,Rajasthan Royals,11,6,73,7,73.0,37.0,11.83,6,6,4,1,1/10,1/10,0,0,0,36
Murugan Ashwin,False,,PBKS,Punjab Kings,3,3,97,19,97.0,66.0,8.81,11,1,0,1,3/21,3/21,0,0,0,66
Nathan Ellis,False,,PBKS,Punjab Kings,3,3,98,27,98.0,72.0,8.16,12,0,1,1,1/20,1/20,0,0,0,72
