Name,RightHandedBat,Nationality,TeamCode,TeamName,Matches,Innings,TotalRunsConceded,DotBallsBowled,BowlingAverage,BowlingStrikeRate,EconomyRate,OversBowled,FoursConceded,SixesConceded,Wickets,BBIW,BBMW,Maidens,FourWickets,FiveWickets,BallsBowled
Krunal Pandya,False,,MI,Mumbai Indians,12,11,236,53,39.33,31.16,7.57,31,22,13,6,3/14,3/14,0,0,0,186
Kuldeep Yadav,False,,KKR,Kolkata Knight Riders,3,3,100,28,16.66,12.0,8.33,12,0,0,6,4/20,4/20,0,0,0,72
Iqbal Abdulla,False,,RCB,Royal Challengers Bangalore,8,8,213,35,35.5,25.0,8.52,25,4,1,6,3/24,3/24,0,0,0,150
Rajat Bhatia,False,,RPS,Rising Pune Supergiant,10,10,244,54,40.66,34.0,7.17,34,1,2,6,4/15,4/15,1,0,0,204
Pravin Tambe,False,,GL,Gujarat Lions,7,7,143,26,28.6,19.2,8.93,16,1,0,5,4/20,4/20,0,0,0,96
Shakib Al Hasan,False,,KKR,Kolkata Knight Riders,10,9,243,58,48.6,37.2,7.83,31,7,5,5,3/17,3/17,0,0,0,186
Ben Cutting,False,,SRH,Sunrisers Hyderabad,4,4,80,23,16.0,13.4,7.16,11,4,6,5,2/20,2/20,0,0,0,66
Imran Tahir,False,,DC,Delhi Capitals,4,4,138,25,27.6,19.2,8.62,16,1,0,5,4/12,4/12,0,0,0,96
Mohammad Shami,False,,DC,Delhi Capitals,8,8,244,40,48.8,30.2,9.69,25,0,0,5,3/15,3/15,0,0,0,150
Brad Hogg,False,,KKR,Kolkata Knight Riders,5,5,142,31,35.5,24.0,8.87,16,0,0,4,4/29,4/29,1,0,0,96
Mitchell Marsh,False,,RPS,Rising Pune Supergiant,3,3,45,28,11.25,13.5,5.0,9,0,0,4,4/25,4/25,0,0,0,54
Bipul Sharma,False,,SRH,Sunrisers Hyderabad,7,6,121,21,40.33,28.0,8.64,14,1,5,3,2/13,2/13,0,0,0,84
Vinay Kumar,False,,MI,Mumbai Indians,3,3,64,25,21.33,18.0,7.11,9,0,1,3,4/40,4/40,1,0,0,54
RP Singh,False,,RPS,Rising Pune Supergiant,4,4,111,29,37.0,24.0,9.25,12,0,0,3,4/22,4/22,0,0,0,72
Ankit Rajpoot,False,,KKR,Kolkata Knight Riders,4,4,98,18,32.66,22.0,8.9,11,0,0,3,5/14,5/14,0,0,0,66
Tabraiz Shamsi,False,,RCB,Royal Challengers Bangalore,4,4,147,26,49.0,32.0,9.18,16,0,0,3,1/21,1/21,0,0,0,96
Pradeep Sahu,False,,PBKS,Punjab Kings,5,5,146,24,48.66,35.0,8.34,17,1,1,3,2/18,2/18,0,0,0,102
Nathan Coulter-Nile,False,,DC,Delhi Capitals,4,4,114,37,38.0,30.0,7.6,15,1,0,3,4/14,4/14,0,0,0,90
Hardik Pandya,False,,MI,Mumbai Indians,11,10,153,29,51.0,33.33,9.18,16,4,0,3,3/20,3/20,0,0,0,96
Ishant Sharma,False,,RPS,Rising Pune Supergiant,4,4,148,37,49.33,30.0,9.86,15,0,0,3,5/12,5/12,0,0,0,90
Deepak Hooda,False,,SRH,Sunrisers Hyderabad,17,6,97,21,32.33,26.0,7.46,13,9,5,3,2/16,2/16,0,0,0,78
KC Cariappa,False,,PBKS,Punjab Kings,5,5,159,35,53.0,34.0,9.35,17,0,1,3,2/16,2/16,0,0,0,102
Scott Boland,False,,RPS,Rising Pune Supergiant,2,2,54,14,27.0,21.0,7.71,7,0,0,2,2/31,2/31,0,0,0,42
James Faulkner,False,,GL,Gujarat Lions,7,7,167,22,83.5,51.0,9.82,17,7,0,2,5/16,5/16,0,0,0,102
Jason Holder,False,,KKR,Kolkata Knight Riders,4,4,103,27,51.5,39.0,7.92,13,2,1,2,4/52,4/52,0,0,0,78
Jayant Yadav,False,,DC,Delhi Capitals,5,5,125,38,62.5,51.0,7.35,17,0,0,2,1/23,1/23,0,0,0,102
John Hastings,False,,KKR,Kolkata Knight Riders,2,2,37,22,18.5,20.0,5.55,6,0,0,2,2/6,2/6,1,0,0,36
Varun Aaron,False,,RCB,Royal Challengers Bangalore,8,8,227,48,113.5,71.0,9.59,23,0,0,2,3/16,3/16,0,0,0,138
JP Duminy,False,,DC,Delhi Capitals,10,5,55,12,27.5,21.0,7.85,7,13,3,2,4/17,4/17,0,0,0,42
Shahbaz Nadeem,False,,DC,Delhi Capitals,4,4,127,31,63.5,45.0,8.46,15,0,0,2,3/16,3/16,0,0,0,90
Shadab Jakati,False,,GL,Gujarat Lions,6,6,178,30,89.0,60.0,8.9,20,0,0,2,4/22,4/22,0,0,0,120
Sachin Baby,False,,RCB,Royal Challengers Bangalore,11,2,8,5,4.0,5.0,4.8,1,9,5,2,2/4,2/4,0,0,0,6
Kyle Abbott,False,,PBKS,Punjab Kings,5,5,177,28,88.5,48.0,11.06,16,0,1,2,1/38,1/38,0,0,0,96
Rishi Dhawan,False,,PBKS,Punjab Kings,2,2,56,12,28.0,21.0,8.0,7,0,1,2,2/14,2/14,0,0,0,42
Mitchell Johnson,False,,PBKS,Punjab Kings,3,3,106,21,53.0,33.0,9.63,11,0,0,2,3/26,3/26,0,0,0,66
Gurkeerat Mann Singh,False,,PBKS,Punjab Kings,7,3,31,7,15.5,12.0,7.75,4,11,3,2,2/15,2/15,0,0,0,24
Chris Gayle,False,,RCB,Royal Challengers Bangalore,10,4,63,21,31.5,30.0,6.3,10,17,21,2,3/21,3/21,0,0,0,60
Albie Morkel,False,,RPS,Rising Pune Supergiant,2,2,66,9,33.0,15.0,13.2,5,0,2,2,4/32,4/32,0,0,0,30
Yusuf Pathan,False,,KKR,Kolkata Knight Riders,15,4,33,14,33.0,36.0,5.5,6,33,13,1,3/20,3/20,0,0,0,36
Trent Boult,False,,SRH,Sunrisers Hyderabad,1,1,39,11,39.0,24.0,9.75,4,0,0,1,4/18,4/18,0,0,0,24
Adam Milne,False,,RCB,Royal Challengers Bangalore,1,1,43,7,43.0,24.0,10.75,4,0,0,1,2/21,2/21,0,0,0,24
Ankit Sharma,False,,RPS,Rising Pune Supergiant,3,3,84,17,84.0,66.0,7.63,11,0,0,1,2/20,2/20,0,0,0,66
Stuart Binny,False,,RCB,Royal Challengers Bangalore,14,11,134,28,134.0,102.0,7.88,17,5,4,1,2/14,2/14,0,0,0,102
Ashish Reddy,False,,SRH,Sunrisers Hyderabad,4,2,39,5,39.0,23.0,10.17,4,2,4,1,3/25,3/25,0,0,0,24
Rajagopal Sathish,False,,KKR,Kolkata Knight Riders,4,3,59,8,59.0,36.0,9.83,6,1,1,1,1/11,1/11,0,0,0,36
Pawan Negi,False,,DC,Delhi Capitals,8,5,84,11,84.0,54.0,9.33,9,2,3,1,4/18,4/18,0,0,0,54
Parveez Rasool,False,,RCB,Royal Challengers Bangalore,4,4,129,22,129.0,84.0,9.21,14,1,0,1,1/20,1/20,0,0,0,84
Harshal Patel,False,,RCB,Royal Challengers Bangalore,5,5,147,28,147.0,84.0,10.5,14,0,0,1,5/27,5/27,0,0,0,84
