BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Moeen Ali,,,RCB,Royal Challengers Bangalore,11,,9,,206,,169,63,,,28.16,25.00,25.00,,,6.76,25,,,,16,17,,,,,6,,,,3/7,3/7,0,,0,0,,0
Alzarri Joseph ,,,MI,Mumbai Indians,3,,3,,229,,87,25,,,14.50,8.66,8.66,,,10.03,8,,,,2,0,,,,,6,,,,6/12,6/12,1,,0,1,,0
Dhawal Kulkarni,,,RR,Rajasthan Royals,10,,10,,178,,335,77,,,55.83,35.00,35.00,,,9.57,35,,,,1,0,,,,,6,,,,4/14,4/14,1,,0,0,,0
Ben Stokes,,,RR,Rajasthan Royals,9,,6,,177,,189,31,,,31.50,16.83,16.83,,,11.22,17,,,,8,4,,,,,6,,,,3/15,3/15,0,,0,0,,0
Jason Behrendorff,,,MI,Mumbai Indians,5,,5,,4,,165,54,,,33.00,22.80,22.80,,,8.68,19,,,,0,0,,,,,5,,,,2/22,2/22,0,,0,0,,0
Trent Boult,,,DC,Delhi Capitals,5,,5,,66,,163,44,,,32.60,22.80,22.80,,,8.57,19,,,,0,1,,,,,5,,,,4/18,4/18,0,,0,0,,0
Oshane Thomas,,,RR,Rajasthan Royals,4,,4,,186,,79,22,,,15.80,12.00,12.00,,,7.90,10,,,,0,0,,,,,5,,,,2/6,2/6,0,,0,0,,0
Murugan Ashwin,,,PBKS,Punjab Kings,10,,10,,135,,255,59,,,51.00,40.80,40.80,,,7.50,34,,,,0,0,,,,,5,,,,3/21,3/21,0,,0,0,,0
Washington Sundar,,,RCB,Royal Challengers Bangalore,3,,3,,20,,74,21,,,18.50,13.50,13.50,,,8.22,9,,,,0,0,,,,,4,,,,3/16,3/16,0,,0,0,,0
Dale Steyn,,,RCB,Royal Challengers Bangalore,2,,2,,230,,69,20,,,17.25,12.00,12.00,,,8.62,8,,,,0,0,,,,,4,,,,3/11,3/11,0,,0,0,,0
Ish Sodhi,,,RR,Rajasthan Royals,2,,2,,76,,67,15,,,16.75,10.75,10.75,,,9.34,7,,,,0,0,,,,,4,,,,3/26,3/26,1,,0,0,,0
Prasidh Krishna,,,KKR,Kolkata Knight Riders,11,,11,,150,,377,95,,,94.25,60.50,60.50,,,9.34,40,,,,0,0,,,,,4,,,,4/30,4/30,0,,0,0,,0
Kuldeep Yadav,,,KKR,Kolkata Knight Riders,9,,9,,14,,286,54,,,71.50,49.50,49.50,,,8.66,33,,,,1,0,,,,,4,,,,4/20,4/20,0,,0,0,,0
Mitchell Santner,,,CSK,Chennai Super Kings,4,,4,,75,,94,37,,,23.50,21.00,21.00,,,6.71,14,,,,0,3,,,,,4,,,,2/13,2/13,0,,0,0,,0
Varun Aaron,,,RR,Rajasthan Royals,5,,5,,197,,116,28,,,29.00,18.00,18.00,,,9.66,12,,,,0,0,,,,,4,,,,3/16,3/16,1,,0,0,,0
Mujeeb Ur Rahman,,,PBKS,Punjab Kings,5,,5,,134,,191,37,,,63.66,38.00,38.00,,,10.05,19,,,,0,0,,,,,3,,,,3/27,3/27,0,,0,0,,0
Arshdeep Singh,,,PBKS,Punjab Kings,3,,3,,125,,109,20,,,36.33,20.00,20.00,,,10.90,10,,,,0,0,,,,,3,,,,5/32,5/32,0,,0,0,,0
Nitish Rana,,,KKR,Kolkata Knight Riders,14,,6,,148,,72,15,,,24.00,16.00,16.00,,,9.00,8,,,,27,21,,,,,3,,,,2/11,2/11,0,,0,0,,0
Ankit Rajpoot,,,PBKS,Punjab Kings,4,,4,,124,,152,35,,,50.66,32.00,32.00,,,9.50,16,,,,0,0,,,,,3,,,,5/14,5/14,0,,0,0,,0
Pawan Negi,,,RCB,Royal Challengers Bangalore,7,,4,,208,,102,25,,,34.00,22.33,22.33,,,9.13,11,,,,1,0,,,,,3,,,,4/18,4/18,0,,0,0,,0
Andrew Tye,,,PBKS,Punjab Kings,6,,6,,30,,233,30,,,77.66,44.00,44.00,,,10.59,22,,,,0,0,,,,,3,,,,5/17,5/17,0,,0,0,,0
Mitchell McClenaghan,,,MI,Mumbai Indians,5,,5,,0,,142,45,,,47.33,36.00,36.00,,,7.88,18,,,,2,0,,,,,3,,,,4/21,4/21,1,,0,0,,0
Shakib Al Hasan,,,SRH,Sunrisers Hyderabad,3,,3,,222,,95,22,,,47.50,32.50,32.50,,,8.76,11,,,,0,0,,,,,2,,,,3/17,3/17,0,,0,0,,0
Shahbaz Nadeem,,,SRH,Sunrisers Hyderabad,3,,3,,221,,90,10,,,45.00,27.00,27.00,,,10.00,9,,,,0,0,,,,,2,,,,3/16,3/16,0,,0,0,,0
Scott Kuggeleijn,,,CSK,Chennai Super Kings,2,,2,,84,,71,17,,,35.50,24.00,24.00,,,8.87,8,,,,0,0,,,,,2,,,,2/37,2/37,0,,0,0,,0
Sandeep Warrier,,,KKR,Kolkata Knight Riders,3,,3,,228,,85,30,,,42.50,36.00,36.00,,,7.08,12,,,,0,0,,,,,2,,,,2/31,2/31,0,,0,0,,0
Marcus Stoinis,,,RCB,Royal Challengers Bangalore,10,,6,,23,,145,32,,,72.50,50.00,50.00,,,8.70,16,,,,14,10,,,,,2,,,,4/15,4/15,0,,0,0,,0
Riyan Parag,,,RR,Rajasthan Royals,7,,7,,189,,121,18,,,60.50,42.00,42.00,,,8.64,14,,,,17,5,,,,,2,,,,1/10,1/10,0,,0,0,,0
Harshal Patel,,,DC,Delhi Capitals,2,,2,,114,,77,15,,,38.50,24.00,24.00,,,9.62,8,,,,0,0,,,,,2,,,,5/27,5/27,0,,0,0,,0
Rahul Tewatia,,,DC,Delhi Capitals,5,,3,,120,,42,19,,,21.00,19.00,19.00,,,6.63,6,,,,2,1,,,,,2,,,,3/18,3/18,0,,0,0,,0
Jagadeesha Suchith,,,DC,Delhi Capitals,1,,1,,231,,28,11,,,14.00,12.00,12.00,,,7.00,4,,,,0,0,,,,,2,,,,2/14,2/14,0,,0,0,,0
Lockie Ferguson,,,KKR,Kolkata Knight Riders,5,,5,,69,,183,30,,,91.50,51.00,51.00,,,10.76,17,,,,0,0,,,,,2,,,,3/15,3/15,0,,0,0,,0
Abhishek Sharma,,,SRH,Sunrisers Hyderabad,3,,2,,212,,21,1,,,21.00,12.00,12.00,,,10.50,2,,,,1,0,,,,,1,,,,2/4,2/4,0,,0,0,,0
Deepak Hooda,,,SRH,Sunrisers Hyderabad,11,,2,,215,,21,1,,,21.00,12.00,12.00,,,10.50,2,,,,5,1,,,,,1,,,,2/16,2/16,0,,0,0,,0
Vijay Shankar,,,SRH,Sunrisers Hyderabad,15,,5,,61,,70,14,,,70.00,48.00,48.00,,,8.75,8,,,,11,12,,,,,1,,,,2/19,2/19,0,,0,0,,0
Varun Chakaravarthy,,,PBKS,Punjab Kings,1,,1,,140,,35,8,,,35.00,18.00,18.00,,,11.66,3,,,,0,0,,,,,1,,,,5/20,5/20,0,,0,0,,0
Mayank Markande,,,MI,Mumbai Indians,3,,3,,87,,59,11,,,59.00,36.00,36.00,,,9.83,6,,,,1,0,,,,,1,,,,4/23,4/23,0,,0,0,,0
Kulwant Khejroliya,,,RCB,Royal Challengers Bangalore,2,,2,,204,,47,10,,,47.00,30.00,30.00,,,9.40,5,,,,0,0,,,,,1,,,,2/33,2/33,0,,0,0,,0
Krishnappa Gowtham,,,RR,Rajasthan Royals,7,,7,,179,,166,38,,,166.00,120.00,120.00,,,8.30,20,,,,1,1,,,,,1,,,,2/12,2/12,0,,0,0,,0
Tim Southee,,,RCB,Royal Challengers Bangalore,3,,3,,77,,118,19,,,118.00,54.00,54.00,,,13.11,9,,,,0,0,,,,,1,,,,3/24,3/24,0,,0,0,,0
Karn Sharma,,,CSK,Chennai Super Kings,1,,1,,98,,33,4,,,33.00,17.00,17.00,,,11.64,3,,,,0,0,,,,,1,,,,4/16,4/16,0,,0,0,,0
Stuart Binny,,,RR,Rajasthan Royals,8,,5,,195,,44,13,,,44.00,42.00,42.00,,,6.28,7,,,,5,4,,,,,1,,,,2/14,2/14,0,,0,0,,0
Anukul Roy,,,MI,Mumbai Indians,1,,1,,160,,11,4,,,11.00,12.00,12.00,,,5.50,2,,,,0,0,,,,,1,,,,1/11,1/11,0,,0,0,,0
Mohit Sharma,,,CSK,Chennai Super Kings,1,,1,,100,,27,8,,,27.00,18.00,18.00,,,9.00,3,,,,0,0,,,,,1,,,,4/14,4/14,0,,0,0,,0
Sherfane Rutherford,,,DC,Delhi Capitals,7,,6,,122,,59,8,,,59.00,41.00,41.00,,,8.63,7,,,,2,7,,,,,1,,,,1/6,1/6,0,,0,0,,0
Ben Cutting,,,MI,Mumbai Indians,3,,1,,162,,27,2,,,27.00,12.00,12.00,,,13.50,2,,,,1,1,,,,,1,,,,2/20,2/20,0,,0,0,,0
Jayant Yadav,,,MI,Mumbai Indians,2,,2,,165,,50,17,,,50.00,42.00,42.00,,,7.14,7,,,,0,0,,,,,1,,,,1/23,1/23,0,,0,0,,0
Prithvi Raj Yarra,,,KKR,Kolkata Knight Riders,2,,2,,151,,57,8,,,57.00,30.00,30.00,,,11.40,5,,,,0,0,,,,,1,,,,1/29,1/29,0,,0,0,,0
