BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Iqbal Abdulla,,,RCB,Royal Challengers Bangalore,5,,5,,0,,150,46,,,37.50,28.50,28.50,,,7.89,19,,,,4,0,,,,,4,,,,3/24,3/24,1,,0,0,,0
Varun Aaron,,,RCB,Royal Challengers Bangalore,6,,5,,197,,177,44,,,59.00,34.66,34.66,,,10.21,17,,,,0,1,,,,,3,,,,3/16,3/16,0,,0,0,,0
Albie Morkel,,,DC,Delhi Capitals,4,,4,,481,,109,22,,,36.33,24.00,24.00,,,9.08,12,,,,9,2,,,,,3,,,,4/32,4/32,0,,0,0,,0
Kieron Pollard,,,MI,Mumbai Indians,16,,8,,166,,120,14,,,40.00,25.33,25.33,,,9.47,12,,,,28,28,,,,,3,,,,4/44,4/44,0,,0,0,,0
Ankit Sharma,,,RR,Rajasthan Royals,4,,4,,0,,114,29,,,38.00,28.00,28.00,,,8.14,14,,,,1,0,,,,,3,,,,2/20,2/20,0,,0,0,,0
Gurkeerat Mann Singh,,,PBKS,Punjab Kings,5,,3,,201,,66,19,,,22.00,18.00,18.00,,,7.33,9,,,,3,1,,,,,3,,,,2/15,2/15,0,,0,0,,0
Dale Steyn,,,SRH,Sunrisers Hyderabad,6,,6,,230,,170,38,,,56.66,38.00,38.00,,,8.94,19,,,,3,0,,,,,3,,,,3/11,3/11,0,,0,0,,0
Ashish Reddy,,,SRH,Sunrisers Hyderabad,6,,4,,0,,50,9,,,16.66,12.00,12.00,,,8.33,6,,,,3,5,,,,,3,,,,3/25,3/25,0,,0,0,,0
Bipul Sharma,,,SRH,Sunrisers Hyderabad,4,,3,,0,,50,17,,,16.66,14.00,14.00,,,7.14,7,,,,0,0,,,,,3,,,,2/13,2/13,0,,0,0,,0
Jasprit Bumrah,,,MI,Mumbai Indians,4,,4,,9,,184,24,,,61.33,30.00,30.00,,,12.26,15,,,,0,0,,,,,3,,,,4/14,4/14,0,,0,0,,0
Glenn Maxwell,,,PBKS,Punjab Kings,11,,7,,28,,97,19,,,48.50,30.00,30.00,,,9.70,10,,,,13,8,,,,,2,,,,2/15,2/15,0,,0,0,,0
Suresh Raina,,,CSK,Chennai Super Kings,17,,5,,106,,93,24,,,46.50,36.00,36.00,,,7.75,12,,,,31,16,,,,,2,,,,2/0,2/0,0,,0,0,,0
Jayant Yadav,,,DC,Delhi Capitals,3,,3,,165,,29,21,,,14.50,21.00,21.00,,,4.14,7,,,,0,0,,,,,2,,,,1/23,1/23,0,,0,0,,0
Yusuf Pathan,,,KKR,Kolkata Knight Riders,13,,5,,226,,97,12,,,48.50,30.00,30.00,,,9.70,10,,,,29,12,,,,,2,,,,3/20,3/20,0,,0,0,,0
Corey Anderson,,,MI,Mumbai Indians,4,,2,,0,,33,10,,,33.00,24.00,24.00,,,8.25,4,,,,11,6,,,,,1,,,,2/18,2/18,0,,0,0,,0
Deepak Hooda,,,RR,Rajasthan Royals,14,,7,,215,,129,25,,,129.00,91.00,91.00,,,8.50,15,,,,6,11,,,,,1,,,,2/16,2/16,0,,0,0,,0
Thisara Perera,,,PBKS,Punjab Kings,2,,2,,279,,55,9,,,55.00,36.00,36.00,,,9.16,6,,,,0,1,,,,,1,,,,3/20,3/20,0,,0,0,,0
Yuvraj Singh,,,DC,Delhi Capitals,14,,6,,175,,72,11,,,72.00,54.00,54.00,,,8.00,9,,,,23,10,,,,,1,,,,4/29,4/29,0,,0,0,,0
Abu Nechim,,,RCB,Royal Challengers Bangalore,3,,3,,0,,128,26,,,128.00,72.00,72.00,,,10.66,12,,,,2,0,,,,,1,,,,2/27,2/27,0,,0,0,,0
Dwayne Smith,,,CSK,Chennai Super Kings,16,,1,,0,,17,4,,,17.00,12.00,12.00,,,8.50,2,,,,52,16,,,,,1,,,,4/8,4/8,0,,0,0,,0
Shivam Sharma,,,PBKS,Punjab Kings,1,,1,,0,,44,3,,,44.00,18.00,18.00,,,14.66,3,,,,0,0,,,,,1,,,,2/26,2/26,0,,0,0,,0
Gurinder Sandhu,,,DC,Delhi Capitals,3,,2,,0,,82,9,,,82.00,48.00,48.00,,,10.25,8,,,,0,0,,,,,1,,,,1/33,1/33,0,,0,0,,0
Shreyas Gopal,,,MI,Mumbai Indians,1,,1,,192,,23,2,,,23.00,13.00,13.00,,,10.61,2,,,,0,0,,,,,1,,,,4/16,4/16,0,,0,0,,0
Parveez Rasool,,,SRH,Sunrisers Hyderabad,2,,2,,0,,31,12,,,31.00,30.00,30.00,,,6.20,5,,,,0,0,,,,,1,,,,1/20,1/20,0,,0,0,,0
Shardul Thakur,,,PBKS,Punjab Kings,1,,1,,105,,38,5,,,38.00,18.00,18.00,,,12.66,3,,,,1,0,,,,,1,,,,3/19,3/19,0,,0,0,,0
Hardik Pandya,,,MI,Mumbai Indians,9,,8,,54,,176,29,,,176.00,102.00,102.00,,,10.35,17,,,,9,8,,,,,1,,,,3/20,3/20,0,,0,0,,0
Ishant Sharma,,,SRH,Sunrisers Hyderabad,4,,4,,50,,159,30,,,159.00,84.00,84.00,,,11.35,14,,,,0,0,,,,,1,,,,5/12,5/12,0,,0,0,,0
Ronit More,,,CSK,Chennai Super Kings,2,,2,,0,,59,4,,,59.00,35.00,35.00,,,10.11,6,,,,0,0,,,,,1,,,,1/31,1/31,0,,0,0,,0
Rishi Dhawan,,,PBKS,Punjab Kings,5,,5,,996,,110,20,,,110.00,72.00,72.00,,,9.16,12,,,,2,2,,,,,1,,,,2/14,2/14,0,,0,0,,0
Johan Botha,,,KKR,Kolkata Knight Riders,4,,4,,0,,81,19,,,81.00,60.00,60.00,,,8.10,10,,,,5,1,,,,,1,,,,3/6,3/6,0,,0,0,,0
Rahul Tewatia,,,RR,Rajasthan Royals,1,,1,,120,,31,6,,,31.00,18.00,18.00,,,10.33,3,,,,0,0,,,,,1,,,,3/18,3/18,0,,0,0,,0
Juan Theron,,,RR,Rajasthan Royals,1,,1,,0,,40,4,,,40.00,24.00,24.00,,,10.00,4,,,,0,0,,,,,1,,,,2/17,2/17,0,,0,0,,0
Karanveer Singh,,,PBKS,Punjab Kings,4,,4,,0,,157,22,,,157.00,84.00,84.00,,,11.21,14,,,,1,0,,,,,1,,,,4/54,4/54,0,,0,0,,0
KC Cariappa,,,KKR,Kolkata Knight Riders,1,,1,,227,,28,3,,,28.00,12.00,12.00,,,14.00,2,,,,0,0,,,,,1,,,,2/16,2/16,0,,0,0,,0
Pat Cummins,,,KKR,Kolkata Knight Riders,3,,3,,33,,97,22,,,97.00,60.00,60.00,,,9.70,10,,,,0,0,,,,,1,,,,4/34,4/34,0,,0,0,,0
