BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks
Parvinder Awana,,,PBKS,Punjab Kings,14,,14,,0,,412,133,,,27.46,21.60,21.60,,,7.62,54,,,,0,0,,,,,15,,,,4/34,4/34,1,,0,0,,0
Ravichandran Ashwin,,,CSK,Chennai Super Kings,18,,18,,45,,390,121,,,26.00,23.20,23.20,,,6.72,58,,,,4,0,,,,,15,,,,4/34,4/34,1,,0,0,,0
Bhuvneshwar Kumar,,,PWI,Pune Warriors India,16,,16,,15,,371,167,,,28.53,26.30,26.30,,,6.50,57,,,,3,1,,,,,13,,,,5/19,5/19,2,,0,0,,0
Jaydev Unadkat,,,RCB,Royal Challengers Bangalore,13,,13,,180,,370,102,,,28.46,22.61,22.61,,,7.55,49,,,,0,0,,,,,13,,,,5/25,5/25,0,,0,1,,0
Ravi Rampaul,,,RCB,Royal Challengers Bangalore,10,,10,,646,,261,109,,,20.07,17.38,17.38,,,6.92,37,,,,3,1,,,,,13,,,,3/31,3/31,4,,0,0,,0
Ravindra Jadeja,,,CSK,Chennai Super Kings,18,,15,,46,,323,95,,,24.84,19.92,19.92,,,7.48,43,,,,17,6,,,,,13,,,,5/16,5/16,0,,0,0,,0
RP Singh,,,RCB,Royal Challengers Bangalore,11,,11,,0,,335,88,,,25.76,18.38,18.38,,,8.41,40,,,,0,0,,,,,13,,,,4/22,4/22,0,,0,0,,0
Shane Watson,,,RR,Rajasthan Royals,16,,13,,104,,298,101,,,22.92,19.23,19.23,,,7.15,41,,,,59,22,,,,,13,,,,4/29,4/29,0,,0,0,,0
Lakshmipathy Balaji,,,KKR,Kolkata Knight Riders,13,,13,,0,,387,113,,,32.25,25.00,25.00,,,7.74,50,,,,1,0,,,,,12,,,,5/24,5/24,1,,0,0,,0
Praveen Kumar,,,PBKS,Punjab Kings,15,,15,,0,,373,155,,,31.08,28.16,28.16,,,6.62,56,,,,3,3,,,,,12,,,,3/18,3/18,3,,0,0,,0
Siddharth Trivedi,,,RR,Rajasthan Royals,17,,17,,0,,410,122,,,34.16,29.91,29.91,,,6.85,60,,,,0,0,,,,,12,,,,4/25,4/25,1,,0,0,,0
Ashish Nehra,,,DC,Delhi Capitals,10,,10,,0,,316,84,,,28.72,19.63,19.63,,,8.77,36,,,,0,0,,,,,11,,,,4/10,4/10,0,,0,0,,0
Karn Sharma,,,SRH,Sunrisers Hyderabad,13,,13,,98,,230,88,,,20.90,19.00,19.00,,,6.60,35,,,,6,2,,,,,11,,,,4/16,4/16,1,,0,0,,0
Piyush Chawla,,,PBKS,Punjab Kings,16,,16,,149,,418,117,,,38.00,31.81,31.81,,,7.16,58,,,,5,3,,,,,11,,,,4/17,4/17,0,,0,0,,0
Rajat Bhatia,,,KKR,Kolkata Knight Riders,15,,15,,0,,332,59,,,30.18,23.90,23.90,,,7.57,44,,,,8,3,,,,,11,,,,4/15,4/15,0,,0,0,,0
Irfan Pathan,,,DC,Delhi Capitals,15,,15,,458,,382,134,,,38.20,30.80,30.80,,,7.44,51,,,,9,3,,,,,10,,,,3/24,3/24,3,,0,0,,0
Kieron Pollard,,,MI,Mumbai Indians,18,,14,,166,,292,60,,,29.20,18.60,18.60,,,9.41,31,,,,27,29,,,,,10,,,,4/44,4/44,0,,0,0,,0
Murali Kartik,,,RCB,Royal Challengers Bangalore,11,,11,,0,,284,71,,,31.55,26.00,26.00,,,7.28,39,,,,0,0,,,,,9,,,,3/17,3/17,0,,0,0,,0
Rahul Sharma,,,PWI,Pune Warriors India,11,,11,,0,,281,85,,,31.22,27.33,27.33,,,6.85,41,,,,1,0,,,,,9,,,,3/13,3/13,0,,0,0,,0
Sachithra Senanayake,,,KKR,Kolkata Knight Riders,8,,8,,482,,209,73,,,23.22,21.33,21.33,,,6.53,32,,,,0,0,,,,,9,,,,2/26,2/26,1,,0,0,,0
Shahbaz Nadeem,,,DC,Delhi Capitals,12,,12,,221,,259,95,,,28.77,29.33,29.33,,,5.88,44,,,,1,0,,,,,9,,,,3/16,3/16,1,,0,0,,0
Darren Sammy,,,SRH,Sunrisers Hyderabad,10,,9,,0,,168,50,,,21.00,16.75,16.75,,,7.52,22,,,,11,10,,,,,8,,,,4/22,4/22,0,,1,0,,0
Dhawal Kulkarni,,,MI,Mumbai Indians,6,,6,,178,,151,53,,,18.87,14.00,14.00,,,8.08,18,,,,0,0,,,,,8,,,,4/14,4/14,0,,0,0,,0
Sandeep Sharma,,,PBKS,Punjab Kings,4,,4,,220,,119,41,,,14.87,12.00,12.00,,,7.43,16,,,,0,0,,,,,8,,,,4/20,4/20,1,,0,0,,0
Albie Morkel,,,CSK,Chennai Super Kings,8,,7,,481,,159,59,,,22.71,20.57,20.57,,,6.62,24,,,,2,3,,,,,7,,,,4/32,4/32,0,,0,0,,0
Iqbal Abdulla,,,KKR,Kolkata Knight Riders,5,,5,,0,,142,41,,,20.28,16.14,16.14,,,7.53,19,,,,0,0,,,,,7,,,,3/24,3/24,0,,0,0,,0
Manpreet Gony,,,PBKS,Punjab Kings,8,,8,,507,,256,62,,,36.57,24.00,24.00,,,9.14,28,,,,4,3,,,,,7,,,,3/31,3/31,0,,0,0,,0
Mitchell Marsh,,,PWI,Pune Warriors India,9,,7,,40,,182,35,,,26.00,16.57,16.57,,,9.41,19,,,,6,10,,,,,7,,,,4/25,4/25,0,,0,0,,0
Moises Henriques,,,RCB,Royal Challengers Bangalore,10,,8,,133,,185,50,,,26.42,18.14,18.14,,,8.74,21,,,,20,3,,,,,7,,,,3/12,3/12,0,,0,0,,0
Morne Morkel,,,DC,Delhi Capitals,10,,10,,0,,335,91,,,47.85,34.28,34.28,,,8.37,40,,,,6,3,,,,,7,,,,4/20,4/20,0,,0,0,,0
Ajit Chandila,,,RR,Rajasthan Royals,8,,8,,0,,156,64,,,26.00,25.00,25.00,,,6.24,25,,,,0,0,,,,,6,,,,4/13,4/13,0,,0,0,,0
Stuart Binny,,,RR,Rajasthan Royals,17,,14,,195,,162,57,,,27.00,24.00,24.00,,,6.75,24,,,,25,12,,,,,6,,,,2/14,2/14,0,,0,0,,0
Wayne Parnell,,,PWI,Pune Warriors India,4,,4,,829,,137,33,,,22.83,14.83,14.83,,,9.23,15,,,,0,0,,,,,6,,,,3/27,3/27,0,,0,0,,0
Yuvraj Singh,,,PWI,Pune Warriors India,13,,10,,175,,152,39,,,25.33,22.00,22.00,,,6.90,22,,,,14,15,,,,,6,,,,4/29,4/29,0,,0,0,,0
Angelo Mathews,,,PWI,Pune Warriors India,11,,10,,275,,240,50,,,48.00,37.20,37.20,,,7.74,31,,,,5,10,,,,,5,,,,4/19,4/19,0,,0,0,,0
Harmeet Singh Bansal,,,PBKS,Punjab Kings,3,,3,,0,,87,27,,,17.40,13.60,13.60,,,7.67,11,,,,0,0,,,,,5,,,,3/24,3/24,0,,0,0,,0
Johan Botha,,,DC,Delhi Capitals,6,,6,,0,,109,37,,,21.80,20.00,20.00,,,6.54,16,,,,5,1,,,,,5,,,,3/6,3/6,0,,0,0,,0
Shanthakumaran Sreesanth,,,RR,Rajasthan Royals,7,,7,,0,,163,67,,,32.60,26.00,26.00,,,7.52,21,,,,0,0,,,,,5,,,,3/29,3/29,2,,0,0,,0
Zaheer Khan,,,RCB,Royal Challengers Bangalore,2,,2,,462,,47,18,,,9.40,7.20,7.20,,,7.83,6,,,,0,0,,,,,5,,,,4/17,4/17,0,,1,0,,0
Brett Lee,,,KKR,Kolkata Knight Riders,3,,3,,300,,86,34,,,21.50,18.00,18.00,,,7.16,12,,,,1,2,,,,,4,,,,3/15,3/15,0,,0,0,,0
Dirk Nannes,,,CSK,Chennai Super Kings,5,,5,,0,,158,50,,,39.50,29.75,29.75,,,7.96,20,,,,0,0,,,,,4,,,,3/27,3/27,0,,0,0,,0
Siddarth Kaul,,,DC,Delhi Capitals,6,,6,,64,,170,44,,,42.50,32.75,32.75,,,7.78,22,,,,0,0,,,,,4,,,,4/29,4/29,2,,0,0,,0
Abu Nechim,,,MI,Mumbai Indians,2,,2,,0,,45,21,,,15.00,14.00,14.00,,,6.42,7,,,,0,0,,,,,3,,,,2/27,2/27,0,,0,0,,0
Ali Murtaza,,,PWI,Pune Warriors India,3,,3,,0,,94,17,,,31.33,20.00,20.00,,,9.40,10,,,,1,0,,,,,3,,,,3/15,3/15,0,,0,0,,0
Ashish Reddy,,,SRH,Sunrisers Hyderabad,12,,5,,0,,70,10,,,23.33,13.33,13.33,,,10.50,6,,,,8,5,,,,,3,,,,3/25,3/25,0,,0,0,,0
Chris Gayle,,,RCB,Royal Challengers Bangalore,16,,4,,126,,40,10,,,13.33,8.00,8.00,,,10.00,4,,,,57,51,,,,,3,,,,3/21,3/21,0,,0,0,,0
Jasprit Bumrah,,,MI,Mumbai Indians,2,,2,,9,,70,16,,,23.33,14.00,14.00,,,10.00,7,,,,0,0,,,,,3,,,,4/14,4/14,0,,0,0,,0
Munaf Patel,,,MI,Mumbai Indians,4,,4,,460,,137,32,,,45.66,30.00,30.00,,,9.13,15,,,,0,0,,,,,3,,,,5/21,5/21,0,,0,0,,0
Muttiah Muralitharan,,,RCB,Royal Challengers Bangalore,6,,6,,492,,177,42,,,59.00,46.00,46.00,,,7.69,23,,,,0,0,,,,,3,,,,3/11,3/11,0,,0,0,,0
Rahul Shukla,,,RR,Rajasthan Royals,3,,3,,0,,79,15,,,26.33,16.00,16.00,,,9.87,8,,,,0,0,,,,,3,,,,2/28,2/28,0,,0,0,,0
Roelof van der Merwe,,,DC,Delhi Capitals,3,,3,,649,,71,25,,,23.66,22.00,22.00,,,6.45,11,,,,2,0,,,,,3,,,,3/20,3/20,1,,0,0,,0
Ryan McLaren,,,KKR,Kolkata Knight Riders,2,,2,,469,,94,17,,,31.33,14.00,14.00,,,13.42,7,,,,0,0,,,,,3,,,,2/28,2/28,0,,0,0,,0
Syed Mohammad,,,RCB,Royal Challengers Bangalore,4,,4,,0,,91,10,,,30.33,20.00,20.00,,,9.10,10,,,,1,0,,,,,3,,,,2/15,2/15,0,,0,0,,0
Abhishek Nayar,,,PWI,Pune Warriors India,11,,3,,0,,59,13,,,29.50,24.00,24.00,,,7.37,8,,,,5,0,,,,,2,,,,3/13,3/13,0,,0,0,,0
Ajantha Mendis,,,PWI,Pune Warriors India,3,,3,,512,,78,29,,,39.00,36.00,36.00,,,6.50,12,,,,0,0,,,,,2,,,,2/19,2/19,0,,0,0,,0
Anand Rajan,,,SRH,Sunrisers Hyderabad,2,,2,,0,,42,24,,,21.00,24.00,24.00,,,5.25,8,,,,0,0,,,,,2,,,,3/27,3/27,0,,0,0,,0
Dwayne Smith,,,MI,Mumbai Indians,13,,3,,0,,59,7,,,29.50,15.00,15.00,,,11.80,5,,,,40,19,,,,,2,,,,4/8,4/8,0,,0,0,,0
Jason Holder,,,CSK,Chennai Super Kings,6,,6,,263,,168,47,,,84.00,60.00,60.00,,,8.40,20,,,,0,0,,,,,2,,,,4/52,4/52,0,,0,0,,0
Kane Richardson,,,PWI,Pune Warriors India,3,,3,,85,,101,28,,,50.50,35.50,35.50,,,8.53,12,,,,2,1,,,,,2,,,,3/13,3/13,0,,0,0,,0
Luke Wright,,,PWI,Pune Warriors India,6,,5,,0,,100,12,,,50.00,29.50,29.50,,,10.16,10,,,,16,3,,,,,2,,,,1/12,1/12,0,,0,0,,0
Rishi Dhawan,,,MI,Mumbai Indians,6,,5,,996,,109,34,,,54.50,45.00,45.00,,,7.26,15,,,,3,0,,,,,2,,,,2/14,2/14,1,,0,0,,0
Vikramjeet Malik,,,RR,Rajasthan Royals,3,,3,,0,,59,30,,,29.50,30.00,30.00,,,5.90,10,,,,0,0,,,,,2,,,,2/14,2/14,0,,0,0,,0
Aaron Finch,,,PWI,Pune Warriors India,14,,3,,3,,49,5,,,49.00,24.00,24.00,,,12.25,4,,,,54,16,,,,,1,,,,1/11,1/11,0,,0,0,,0
Abhimanyu Mithun,,,RCB,Royal Challengers Bangalore,1,,1,,0,,37,9,,,37.00,24.00,24.00,,,9.25,4,,,,0,0,,,,,1,,,,2/37,2/37,0,,0,0,,0
Andrew McDonald,,,RCB,Royal Challengers Bangalore,1,,1,,0,,17,4,,,17.00,12.00,12.00,,,8.50,2,,,,0,0,,,,,1,,,,2/25,2/25,0,,0,0,,0
Ankeet Chavan,,,RR,Rajasthan Royals,3,,3,,0,,63,28,,,63.00,54.00,54.00,,,7.00,9,,,,0,0,,,,,1,,,,2/23,2/23,0,,0,0,,0
Ankit Rajpoot,,,CSK,Chennai Super Kings,2,,2,,124,,35,8,,,35.00,24.00,24.00,,,8.75,4,,,,0,0,,,,,1,,,,5/14,5/14,0,,0,0,,0
Ben Laughlin,,,CSK,Chennai Super Kings,2,,2,,453,,71,9,,,71.00,42.00,42.00,,,10.14,7,,,,0,0,,,,,1,,,,2/15,2/15,0,,0,0,,0
Bhargav Bhatt,,,PBKS,Punjab Kings,2,,2,,0,,32,12,,,32.00,30.00,30.00,,,6.40,5,,,,0,0,,,,,1,,,,4/22,4/22,0,,0,0,,0
Bipul Sharma,,,PBKS,Punjab Kings,1,,1,,0,,21,11,,,21.00,24.00,24.00,,,5.25,4,,,,0,0,,,,,1,,,,2/13,2/13,0,,0,0,,0
Cameron White,,,SRH,Sunrisers Hyderabad,13,,2,,0,,16,5,,,16.00,12.00,12.00,,,8.00,2,,,,18,7,,,,,1,,,,1/14,1/14,0,,0,0,,0
Hanuma Vihari,,,SRH,Sunrisers Hyderabad,17,,5,,52,,38,17,,,38.00,36.00,36.00,,,6.33,6,,,,17,1,,,,,1,,,,1/5,1/5,0,,0,0,,0
Harmeet Singh,,,RR,Rajasthan Royals,1,,1,,0,,34,12,,,34.00,24.00,24.00,,,8.50,4,,,,0,0,,,,,1,,,,1/34,1/34,0,,0,0,,0
Ishwar Pandey,,,PWI,Pune Warriors India,2,,2,,0,,50,7,,,50.00,24.00,24.00,,,12.50,4,,,,0,0,,,,,1,,,,2/23,2/23,0,,0,0,,0
Jeevan Mendis,,,DC,Delhi Capitals,3,,2,,277,,36,11,,,36.00,30.00,30.00,,,7.20,5,,,,0,0,,,,,1,,,,1/16,1/16,0,,0,0,,0
Laxmi Ratan Shukla,,,KKR,Kolkata Knight Riders,4,,2,,0,,22,7,,,22.00,18.00,18.00,,,7.33,3,,,,0,0,,,,,1,,,,3/25,3/25,0,,0,0,,0
Marlon Samuels,,,PWI,Pune Warriors India,2,,1,,0,,34,8,,,34.00,24.00,24.00,,,8.50,4,,,,1,0,,,,,1,,,,3/39,3/39,0,,0,0,,0
Mohammad Shami,,,KKR,Kolkata Knight Riders,3,,3,,47,,78,21,,,78.00,54.00,54.00,,,8.66,9,,,,0,0,,,,,1,,,,3/15,3/15,0,,0,0,,0
Nathan Coulter-Nile,,,MI,Mumbai Indians,1,,1,,5,,29,11,,,29.00,24.00,24.00,,,7.25,4,,,,0,1,,,,,1,,,,4/14,4/14,0,,0,0,,0
Parveez Rasool,,,PWI,Pune Warriors India,2,,2,,0,,28,12,,,28.00,30.00,30.00,,,5.60,5,,,,0,0,,,,,1,,,,1/20,1/20,0,,0,0,,0
Pawan Suyal,,,MI,Mumbai Indians,1,,1,,0,,21,9,,,21.00,18.00,18.00,,,7.00,3,,,,0,0,,,,,1,,,,1/21,1/21,0,,0,0,,0
Pravin Tambe,,,RR,Rajasthan Royals,3,,3,,531,,88,20,,,88.00,66.00,66.00,,,8.00,11,,,,0,0,,,,,1,,,,4/20,4/20,0,,0,0,,0
Ryan Harris,,,PBKS,Punjab Kings,3,,3,,0,,72,40,,,72.00,72.00,72.00,,,6.00,12,,,,0,0,,,,,1,,,,4/34,4/34,0,,0,0,,0
Sarabjit Ladda,,,KKR,Kolkata Knight Riders,1,,1,,0,,18,3,,,18.00,12.00,12.00,,,9.00,2,,,,0,0,,,,,1,,,,2/44,2/44,0,,0,0,,0
Shaun Tait,,,RR,Rajasthan Royals,3,,3,,0,,98,23,,,98.00,60.00,60.00,,,9.80,10,,,,0,0,,,,,1,,,,3/13,3/13,0,,0,0,,0
Suresh Raina,,,CSK,Chennai Super Kings,18,,2,,106,,23,2,,,23.00,12.00,12.00,,,11.50,2,,,,50,18,,,,,1,,,,2/0,2/0,0,,0,0,,0
Tirumalasetti Suman,,,PWI,Pune Warriors India,7,,1,,0,,15,3,,,15.00,12.00,12.00,,,7.50,2,,,,8,0,,,,,1,,,,2/14,2/14,0,,0,0,,0
Yusuf Pathan,,,KKR,Kolkata Knight Riders,16,,5,,226,,73,14,,,73.00,54.00,54.00,,,8.11,9,,,,30,14,,,,,1,,,,3/20,3/20,0,,0,0,,0
